trade_id,year,region1,region2,industry1,industry2,amount,total_resources_value,resources_count,unique_resources_factors,emission/air,natural_resource/water,resources_Water_Consumption,resources_Crops,resources_intensity
1437,2019,FR,FR,CEMEN,CONST,12552.14,256651.692,66.0,66.0,49454.934,207196.758,207196.758,141054.32,20.446847
1292,2019,FR,FR,BUSIN,COMPU,13451.65,251618.165,66.0,66.0,31115.651,220502.514,220502.514,134078.118,18.705376
11014,2019,FR,FR,RENTI,BUSIN,11850.58,248435.653,66.0,66.0,37177.973,211257.679,211257.679,123499.345,20.964008
7275,2019,FR,FR,LANDT,WHOLE,15536.78,244990.701,66.0,66.0,30899.124,214091.578,214091.578,116946.064,15.768435
13649,2019,FR,FR,WHOLE,CONST,14391.6,235497.945,66.0,66.0,23831.758,211666.187,211666.187,110158.136,16.363569
1329,2019,FR,FR,BUSIN,HEALT,11744.41,233993.764,66.0,66.0,55251.646,178742.118,178742.118,128486.25,19.923842
13687,2019,FR,FR,WHOLE,HOTEL,12123.4,226677.691,66.0,66.0,32797.127,193880.564,193880.564,106658.397,18.697535
10652,2019,FR,FR,RAWMI,DAIRY,11584.1,217215.913,66.0,66.0,37546.352,179669.561,179669.561,114058.453,18.751212
1379,2019,FR,FR,BUSIN,PUBLI,12657.43,215048.212,66.0,66.0,31732.74,183315.472,183315.472,110109.58,16.98988
1388,2019,FR,FR,BUSIN,RESEA,11366.83,214470.59,66.0,66.0,17570.379,196900.211,196900.211,102389.992,18.868109
9972,2019,FR,FR,POSTT,BUSIN,9391.43,213345.525,66.0,66.0,45935.247,167410.278,167410.278,117219.129,22.717044
12492,2019,FR,FR,SUPPO,WHOLE,12003.46,201433.759,66.0,66.0,19898.612,181535.147,181535.147,90840.122,16.781308
1387,2019,FR,FR,BUSIN,RENTI,9581.74,197338.129,66.0,66.0,45409.524,151928.605,151928.605,104676.564,20.595229
501,2019,FR,FR,AUXIL,FINAN,9960.08,191901.575,66.0,66.0,42913.46,148988.114,148988.114,109713.677,19.267072
12478,2019,FR,FR,SUPPO,SUPPO,11539.16,188610.576,66.0,66.0,13062.767,175547.809,175547.809,87550.988,16.34526
4602,2019,FR,FR,FINAN,BUSIN,9052.07,178103.643,66.0,66.0,40370.991,137732.652,137732.652,87589.038,19.67546
10682,2019,FR,FR,REALE,BUSIN,9911.12,174773.11,66.0,66.0,32553.079,142220.031,142220.031,100174.707,17.634042
12361,2019,FR,FR,SUPPO,BUSIN,8936.17,165889.159,66.0,66.0,30319.554,135569.605,135569.605,88005.732,18.563787
14095,2019,FR,FR,WOODW,CONST,8760.75,164747.345,66.0,66.0,16288.976,148458.368,148458.368,78759.936,18.805165
9937,2019,FR,FR,PLAST,PLAST,7955.66,163714.294,66.0,66.0,22145.761,141568.533,141568.533,82795.567,20.578342
7252,2019,FR,FR,LANDT,RETA1,8775.92,155075.939,66.0,66.0,25335.461,129740.479,129740.479,86935.202,17.670619
13685,2019,FR,FR,WHOLE,HEALT,8957.64,153802.701,66.0,66.0,19288.823,134513.879,134513.879,67486.157,17.170002
1315,2019,FR,FR,BUSIN,FINAN,8195.64,151361.339,66.0,66.0,28627.788,122733.551,122733.551,78076.133,18.46852
13638,2019,FR,FR,WHOLE,BUSIN,7897.12,148149.098,66.0,66.0,36671.11,111477.988,111477.988,87999.545,18.759889
10786,2019,FR,FR,REALE,RETA1,7045.34,140424.446,66.0,66.0,26349.137,114075.309,114075.309,74774.591,19.931536
3536,2019,FR,FR,ELEC3,DISTR,8346.4,138279.133,66.0,66.0,9261.512,129017.621,129017.621,59289.509,16.567518
10809,2019,FR,FR,REALE,WHOLE,8244.13,137171.593,66.0,66.0,28369.764,108801.829,108801.829,68212.038,16.638698
748,2019,FR,FR,BEVER,HOTEL,8534.94,135236.589,66.0,66.0,7549.994,127686.595,127686.595,59325.645,15.845054
1331,2019,FR,FR,BUSIN,HOTEL,7385.95,132715.548,66.0,66.0,29334.362,103381.186,103381.186,75730.102,17.96865
1300,2019,FR,FR,BUSIN,EDUCA,6733.23,126818.846,66.0,66.0,20200.564,106618.282,106618.282,63475.055,18.834771
10780,2019,FR,FR,REALE,REALE,6139.48,122472.116,66.0,66.0,24150.562,98321.554,98321.554,61667.752,19.948288
4485,2019,FR,FR,FABRI,FABRI,6370.88,118107.014,66.0,66.0,14109.763,103997.251,103997.251,58468.879,18.538571
13746,2019,FR,FR,WHOLE,RETA1,6044.8,116860.789,66.0,66.0,22252.017,94608.771,94608.771,63458.121,19.332449
13245,2019,FR,FR,TRANS,TRANS,6290.79,115653.094,66.0,66.0,14705.785,100947.309,100947.309,57324.809,18.38451
2486,2019,FR,FR,DAIRY,HOTEL,5577.25,115460.631,66.0,66.0,24272.32,91188.31,91188.31,60520.092,20.702072
2287,2019,FR,FR,CONST,PUBLI,5436.09,114289.643,66.0,66.0,27386.893,86902.75,86902.75,62242.533,21.024237
2465,2019,FR,FR,DAIRY,DAIRY,5827.93,113158.162,66.0,66.0,23477.867,89680.294,89680.294,59653.716,19.416527
9948,2019,FR,FR,PLAST,RUBBE,5013.18,110363.53,66.0,66.0,24552.401,85811.129,85811.129,61618.452,22.014675
6274,2019,FR,FR,HEALT,HEALT,5655.44,109136.543,66.0,66.0,23558.274,85578.269,85578.269,59120.996,19.297622
10063,2019,FR,FR,POSTT,POSTT,6251.28,107560.604,66.0,66.0,15612.279,91948.326,91948.326,55561.154,17.206173
4654,2019,FR,FR,FINAN,INSUR,5595.63,104743.63,66.0,66.0,19004.967,85738.663,85738.663,56779.084,18.718827
1384,2019,FR,FR,BUSIN,RECRE,5365.97,101838.987,66.0,66.0,23999.503,77839.484,77839.484,53286.479,18.978672
1333,2019,FR,FR,BUSIN,INSUR,5522.75,101734.269,66.0,66.0,17350.194,84384.076,84384.076,50655.353,18.420944
10612,2019,FR,FR,RAILW,RAILW,5256.8,98225.837,66.0,66.0,12824.581,85401.256,85401.256,50148.996,18.685481
4734,2019,FR,FR,FINAN,WHOLE,5575.3,97185.691,66.0,66.0,16051.767,81133.924,81133.924,49313.247,17.431473
1272,2019,FR,FR,BUSIN,AUXIL,4864.08,93326.789,66.0,66.0,24011.244,69315.545,69315.545,50804.628,19.186935
10829,2019,FR,FR,RECRE,BUSIN,5751.87,91986.596,66.0,66.0,5966.448,86020.148,86020.148,39779.842,15.992468
6801,2019,FR,FR,INSUR,INSUR,4443.54,87721.206,66.0,66.0,16818.963,70902.244,70902.244,46771.021,19.741289
2292,2019,FR,FR,CONST,REALE,4663.16,84363.887,66.0,66.0,12304.787,72059.1,72059.1,43198.046,18.09157
7241,2019,FR,FR,LANDT,PUBLI,4195.77,83630.665,66.0,66.0,16807.637,66823.028,66823.028,43746.536,19.932138
4710,2019,FR,FR,FINAN,RETA1,4033.61,80452.78,66.0,66.0,16978.756,63474.024,63474.024,42043.265,19.945602
10004,2019,FR,FR,POSTT,FINAN,4001.81,78067.215,66.0,66.0,13352.802,64714.412,64714.412,41327.607,19.507976
1322,2019,FR,FR,BUSIN,FOOD5,4018.42,77555.573,66.0,66.0,11909.552,65646.02,65646.02,39867.727,19.300017
10919,2019,FR,FR,RECRE,RECRE,3763.81,77114.608,66.0,66.0,13221.954,63892.654,63892.654,41720.344,20.488443
11147,2019,FR,FR,RENTI,WHOLE,4068.52,76350.716,66.0,66.0,11618.835,64731.881,64731.881,38878.744,18.766214
13705,2019,FR,FR,WHOLE,MOTO1,3790.96,75548.8,66.0,66.0,16403.98,59144.82,59144.82,42203.107,19.928672
12415,2019,FR,FR,SUPPO,LANDT,3975.56,73294.623,66.0,66.0,16193.267,57101.356,57101.356,44781.754,18.436302
1399,2019,FR,FR,BUSIN,SUPPO,3671.25,72851.332,66.0,66.0,11650.647,61200.685,61200.685,34433.031,19.84374
8189,2019,FR,FR,MOTO1,MOTO1,3746.29,72331.924,66.0,66.0,10337.058,61994.866,61994.866,34329.345,19.307615
4519,2019,FR,FR,FABRI,MOTO1,3774.28,72020.039,66.0,66.0,11219.633,60800.406,60800.406,36386.711,19.081795
4613,2019,FR,FR,FINAN,CONST,3630.31,71230.568,66.0,66.0,12425.669,58804.899,58804.899,36004.747,19.62107
12467,2019,FR,FR,SUPPO,RETA1,4793.87,70647.092,66.0,66.0,7779.425,62867.667,62867.667,35924.195,14.736964
10068,2019,FR,FR,POSTT,PUBLI,4405.37,70614.086,66.0,66.0,8225.85,62388.236,62388.236,34551.689,16.029093
12459,2019,FR,FR,SUPPO,RAILW,3760.0,70150.524,66.0,66.0,7340.009,62810.514,62810.514,31032.025,18.657054
10102,2019,FR,FR,POSTT,WHOLE,3469.23,70105.191,66.0,66.0,13530.377,56574.814,56574.814,38716.306,20.207709
10713,2019,FR,FR,REALE,FINAN,3874.54,68474.368,66.0,66.0,12420.278,56054.089,56054.089,36846.811,17.672903
6445,2019,FR,FR,HOTEL,BUSIN,3270.23,68185.135,66.0,66.0,11505.527,56679.608,56679.608,33699.963,20.850257
1406,2019,FR,FR,BUSIN,TRANS,4039.91,68090.877,66.0,66.0,6794.384,61296.493,61296.493,31850.194,16.854553
12472,2019,FR,FR,SUPPO,SEACO,4299.21,67067.85,66.0,66.0,9134.3,57933.551,57933.551,32592.265,15.60004
4592,2019,FR,FR,FINAN,AUXIL,3503.19,66924.473,66.0,66.0,10065.509,56858.964,56858.964,35552.961,19.103866
10836,2019,FR,FR,RECRE,COMPU,3192.23,66306.419,66.0,66.0,11378.526,54927.893,54927.893,34515.095,20.771191
1421,2019,FR,FR,CATTL,MEATC,3713.05,65202.432,66.0,66.0,11974.539,53227.893,53227.893,33525.534,17.560343
11120,2019,FR,FR,RENTI,RENTI,3164.04,64495.257,66.0,66.0,14890.38,49604.876,49604.876,35258.397,20.383831
1298,2019,FR,FR,BUSIN,DIST1,3518.06,64137.179,66.0,66.0,7007.77,57129.409,57129.409,32547.888,18.230837
12372,2019,FR,FR,SUPPO,CONST,3744.82,63601.731,66.0,66.0,12826.677,50775.054,50775.054,35258.494,16.983922
5515,2019,FR,FR,FOOD5,CATTL,1214.04,63585.246,66.0,66.0,3897.157,59688.089,59688.089,29496.887,52.374918
13311,2019,FR,FR,VEGET,BEVER,3158.18,63084.563,66.0,66.0,14195.599,48888.964,48888.964,37684.064,19.974974
4512,2019,FR,FR,FABRI,MACHI,3486.53,62917.229,66.0,66.0,8039.471,54877.758,54877.758,29619.189,18.045802
10692,2019,FR,FR,REALE,COMPU,3444.33,62485.858,66.0,66.0,12975.238,49510.62,49510.62,33298.87,18.141658
13763,2019,FR,FR,WHOLE,TRANS,3172.53,62440.481,66.0,66.0,10323.79,52116.691,52116.691,31674.957,19.681605
2711,2019,FR,FR,DISTR,DISTR,2992.02,61571.37,66.0,66.0,8228.056,53343.314,53343.314,28966.815,20.578529
6552,2019,FR,FR,HOTEL,RETA1,3557.42,61493.244,66.0,66.0,6658.953,54834.291,54834.291,31262.744,17.285911
463,2019,FR,FR,AUXIL,AUXIL,3270.76,61442.331,66.0,66.0,15408.163,46034.169,46034.169,35571.858,18.785338
11162,2019,FR,FR,RESEA,RESEA,2822.46,56846.743,66.0,66.0,12945.34,43901.403,43901.403,31711.461,20.14085
10785,2019,FR,FR,REALE,RESEA,3182.61,56373.994,66.0,66.0,7001.648,49372.346,49372.346,27567.647,17.713133
13698,2019,FR,FR,WHOLE,MACHI,2794.13,56045.912,66.0,66.0,8767.105,47278.807,47278.807,30398.815,20.058448
4699,2019,FR,FR,FINAN,PUBLI,3124.69,55269.148,66.0,66.0,10040.502,45228.646,45228.646,28588.678,17.687882
11025,2019,FR,FR,RENTI,CONST,2866.35,55235.627,66.0,66.0,11508.112,43727.515,43727.515,29931.081,19.270371
1342,2019,FR,FR,BUSIN,MACHI,3642.23,53986.504,66.0,66.0,3848.123,50138.382,50138.382,23613.736,14.822376
2081,2019,FR,FR,COMPU,FINAN,2791.59,52936.518,66.0,66.0,5456.276,47480.242,47480.242,23511.845,18.962856
13670,2019,FR,FR,WHOLE,FABRI,2866.3,52348.703,66.0,66.0,7672.163,44676.54,44676.54,26478.676,18.263511
9982,2019,FR,FR,POSTT,COMPU,2916.12,51960.854,66.0,66.0,4732.933,47227.921,47227.921,24850.795,17.81849
13678,2019,FR,FR,WHOLE,FOOD5,2830.71,51807.013,66.0,66.0,9390.095,42416.918,42416.918,29489.851,18.301773
13653,2019,FR,FR,WHOLE,DAIRY,2810.31,51750.457,66.0,66.0,9306.406,42444.051,42444.051,26714.809,18.414501
1392,2019,FR,FR,BUSIN,SALEM,2735.42,51589.921,66.0,66.0,10653.848,40936.073,40936.073,25012.059,18.859963
6575,2019,FR,FR,HOTEL,WHOLE,2930.28,51142.909,66.0,66.0,6215.249,44927.66,44927.66,27421.097,17.45325
13321,2019,FR,FR,VEGET,FOOD5,2801.58,50623.3,66.0,66.0,9952.677,40670.623,40670.623,29238.827,18.069554
2880,2019,FR,FR,EDUCA,HEALT,2527.84,50355.953,66.0,66.0,9775.442,40580.511,40580.511,23286.515,19.920546
6491,2019,FR,FR,HOTEL,HEALT,2759.76,50188.834,66.0,66.0,7201.647,42987.187,42987.187,25585.742,18.185942
13631,2019,FR,FR,WHOLE,BEVER,2673.94,49298.691,66.0,66.0,8004.457,41294.234,41294.234,25259.527,18.436723
10727,2019,FR,FR,REALE,HEALT,2474.73,48733.22,66.0,66.0,6325.605,42407.615,42407.615,23108.474,19.692338
3632,2019,FR,FR,ELEC3,TRAN1,2329.31,48340.683,66.0,66.0,9544.87,38795.812,38795.812,24254.6,20.75322
11111,2019,FR,FR,RENTI,PUBLI,2226.16,45356.618,66.0,66.0,11054.235,34302.384,34302.384,23766.556,20.374375
2834,2019,FR,FR,EDUCA,BUSIN,2694.27,45025.274,66.0,66.0,3532.479,41492.795,41492.795,20522.209,16.711493
7199,2019,FR,FR,LANDT,LANDT,2384.26,44512.92,66.0,66.0,8316.951,36195.968,36195.968,23449.446,18.669491
10784,2019,FR,FR,REALE,RENTI,2228.9,44489.127,66.0,66.0,6929.195,37559.932,37559.932,21724.79,19.960127
3400,2019,FR,FR,ELEC2,DISTR,2431.96,44483.939,66.0,66.0,10437.727,34046.212,34046.212,22557.861,18.291394
1275,2019,FR,FR,BUSIN,BEVER,2761.74,44345.874,66.0,66.0,5457.928,38887.946,38887.946,20177.935,16.057223
1349,2019,FR,FR,BUSIN,MOTO1,2383.8,43877.91,66.0,66.0,5771.793,38106.116,38106.116,22200.609,18.406708
13741,2019,FR,FR,WHOLE,RECRE,2277.1,43074.341,66.0,66.0,7193.595,35880.746,35880.746,23225.415,18.916315
10079,2019,FR,FR,POSTT,RETA1,2192.9,42538.328,66.0,66.0,9233.137,33305.191,33305.191,21383.183,19.398207
5849,2019,FR,FR,FOUND,CONST,1919.58,41294.452,66.0,66.0,8320.546,32973.906,32973.906,21061.066,21.512233
5583,2019,FR,FR,FOOD5,RAWMI,997.91,40995.503,66.0,66.0,1472.608,39522.894,39522.894,17302.149,41.081363
10729,2019,FR,FR,REALE,HOTEL,2177.31,40694.983,66.0,66.0,6481.012,34213.971,34213.971,20424.956,18.690486
13648,2019,FR,FR,WHOLE,COMPU,2027.11,39811.476,66.0,66.0,7912.079,31899.397,31899.397,21327.502,19.639524
6493,2019,FR,FR,HOTEL,HOTEL,2063.57,38919.689,66.0,66.0,6910.025,32009.664,32009.664,20582.212,18.860368
13643,2019,FR,FR,WHOLE,CHEM1,2026.41,38256.194,66.0,66.0,8427.11,29829.084,29829.084,21921.198,18.878802
10143,2019,FR,FR,PRINT,AUXIL,1807.66,37554.352,66.0,66.0,7255.06,30299.292,30299.292,18580.673,20.775119
11024,2019,FR,FR,RENTI,COMPU,1899.12,37441.49,66.0,66.0,6538.671,30902.819,30902.819,18230.742,19.715179
10672,2019,FR,FR,REALE,AUXIL,1811.37,37378.28,66.0,66.0,8034.741,29343.54,29343.54,20526.622,20.635364
6753,2019,FR,FR,INSUR,BUSIN,1918.6,37312.759,66.0,66.0,7653.965,29658.794,29658.794,21641.571,19.447909
10181,2019,FR,FR,PRINT,FINAN,1869.73,37128.483,66.0,66.0,8339.323,28789.16,28789.16,20928.356,19.857671
5508,2019,FR,FR,FOOD5,BEVER,684.29,37106.949,66.0,66.0,1919.848,35187.102,35187.102,14899.482,54.226934
10152,2019,FR,FR,PRINT,BUSIN,1849.19,36985.883,66.0,66.0,7832.791,29153.092,29153.092,19703.35,20.001126
11121,2019,FR,FR,RENTI,RESEA,1878.39,36320.494,66.0,66.0,5791.567,30528.927,30528.927,18548.297,19.335971
3509,2019,FR,FR,ELEC3,ALUM1,2136.29,35929.671,66.0,66.0,4960.916,30968.755,30968.755,16782.172,16.818724
14200,2019,FR,FR,WOODW,WOODW,1924.54,35576.525,66.0,66.0,5315.882,30260.643,30260.643,19687.757,18.485729
7871,2019,FR,FR,MEATC,HOTEL,1862.28,35503.731,66.0,66.0,4352.265,31151.467,31151.467,17977.008,19.064658
13343,2019,FR,FR,VEGET,VEGET,1848.0,35465.311,66.0,66.0,4846.468,30618.843,30618.843,17056.496,19.191186
10249,2019,FR,FR,PRINT,RECRE,1800.44,34918.938,66.0,66.0,7182.049,27736.889,27736.889,17229.748,19.394669
10653,2019,FR,FR,RAWMI,FOOD5,2024.84,34841.499,66.0,66.0,5461.646,29379.853,29379.853,18069.952,17.207038
9572,2019,FR,FR,PIGS9,MEATP,1815.65,34785.413,66.0,66.0,2887.894,31897.519,31897.519,15376.224,19.158656
1374,2019,FR,FR,BUSIN,POSTT,1965.74,34673.371,66.0,66.0,6607.45,28065.921,28065.921,17793.228,17.638839
2575,2019,FR,FR,DIST1,ELEC4,2158.61,34574.515,66.0,66.0,6469.29,28105.225,28105.225,16708.32,16.017027
10732,2019,FR,FR,REALE,INSUR,1583.45,33575.193,66.0,66.0,4965.648,28609.545,28609.545,15405.677,21.203823
5789,2019,FR,FR,FORES,FORES,1588.15,33410.552,66.0,66.0,7394.887,26015.665,26015.665,17570.188,21.037403
2852,2019,FR,FR,EDUCA,EDUCA,1729.38,32972.865,66.0,66.0,7671.865,25301.001,25301.001,19046.35,19.066293
10241,2019,FR,FR,PRINT,PRINT,1674.6,32789.732,66.0,66.0,5935.344,26854.388,26854.388,18529.773,19.580635
11675,2019,FR,FR,SALEM,MOTO1,1749.39,32646.638,66.0,66.0,6975.256,25671.382,25671.382,18684.687,18.661727
740,2019,FR,FR,BEVER,FOOD5,1641.79,32337.773,66.0,66.0,3799.24,28538.533,28538.533,17121.577,19.696656
1432,2019,FR,FR,CEMEN,CEMEN,1623.37,32066.716,66.0,66.0,3170.53,28896.186,28896.186,16637.259,19.753178
11718,2019,FR,FR,SALEM,SALEM,1454.01,32063.355,66.0,66.0,6561.739,25501.615,25501.615,18266.964,22.051674
10775,2019,FR,FR,REALE,PUBLI,1949.81,31879.489,66.0,66.0,5774.775,26104.714,26104.714,17266.554,16.350049
10943,2019,FR,FR,RECRE,WHOLE,1742.42,31877.909,66.0,66.0,6348.79,25529.119,25529.119,16131.796,18.295192
5546,2019,FR,FR,FOOD5,HEALT,587.55,31386.676,66.0,66.0,2178.866,29207.811,29207.811,14671.318,53.419583
7037,2019,FR,FR,KEROS,AIRTR,1730.18,31330.518,66.0,66.0,5344.399,25986.119,25986.119,19188.762,18.108242
1394,2019,FR,FR,BUSIN,SEACO,1483.1,31328.638,66.0,66.0,5182.517,26146.121,26146.121,16133.772,21.123753
11122,2019,FR,FR,RENTI,RETA1,1618.56,31318.059,66.0,66.0,4342.908,26975.151,26975.151,15229.496,19.349335
1347,2019,FR,FR,BUSIN,MEATP,1683.9,31209.288,66.0,66.0,6372.438,24836.851,24836.851,17272.138,18.533932
705,2019,FR,FR,BEVER,BEVER,1720.1,30610.047,66.0,66.0,3020.447,27589.6,27589.6,14501.35,17.795504
8229,2019,FR,FR,MOTO1,SALEM,1458.35,30176.801,66.0,66.0,5089.789,25087.011,25087.011,15855.557,20.692427
12410,2019,FR,FR,SUPPO,HOTEL,1734.62,30118.489,66.0,66.0,2874.134,27244.355,27244.355,14294.757,17.363163
5526,2019,FR,FR,FOOD5,EDUCA,581.94,30082.773,66.0,66.0,1938.638,28144.135,28144.135,12126.152,51.693943
1287,2019,FR,FR,BUSIN,CHEM1,1495.23,29851.761,66.0,66.0,4512.039,25339.722,25339.722,15803.615,19.964662
1377,2019,FR,FR,BUSIN,PRINT,1552.99,29795.575,66.0,66.0,4497.455,25298.12,25298.12,16469.505,19.185941
1284,2019,FR,FR,BUSIN,CEMEN,1542.45,29783.555,66.0,66.0,5954.832,23828.723,23828.723,16701.471,19.309252
11047,2019,FR,FR,RENTI,FINAN,1566.14,29530.075,66.0,66.0,4205.532,25324.543,25324.543,16309.004,18.855323
5573,2019,FR,FR,FOOD5,PIGS9,588.76,29441.284,66.0,66.0,1856.525,27584.759,27584.759,12516.173,50.005578
10924,2019,FR,FR,RECRE,RETA1,1413.49,29201.457,66.0,66.0,5480.098,23721.359,23721.359,15649.81,20.659118
10796,2019,FR,FR,REALE,SUPPO,1409.9,28563.925,66.0,66.0,5961.503,22602.422,22602.422,15554.03,20.25954
4649,2019,FR,FR,FINAN,HEALT,1559.94,28527.11,66.0,66.0,3886.589,24640.521,24640.521,13814.51,18.287312
4497,2019,FR,FR,FABRI,FURNI,1750.25,28494.352,66.0,66.0,2819.426,25674.926,25674.926,13155.708,16.280161
2576,2019,FR,FR,DIST1,ELEC5,1318.67,28327.374,66.0,66.0,5787.434,22539.94,22539.94,14517.164,21.481776
473,2019,FR,FR,AUXIL,BUSIN,1562.3,28074.727,66.0,66.0,1828.56,26246.167,26246.167,13017.818,17.970125
1266,2019,FR,FR,BUSIN,93197,1269.72,27974.726,66.0,66.0,6015.839,21958.887,21958.887,14944.315,22.032201
2190,2019,FR,FR,CONST,BUSIN,1480.29,27959.916,66.0,66.0,1931.165,26028.751,26028.751,13242.82,18.888134
1337,2019,FR,FR,BUSIN,LANDT,1323.85,27417.688,66.0,66.0,4675.871,22741.817,22741.817,14635.519,20.71057
2170,2019,FR,FR,COMPU,WHOLE,1492.27,26916.946,66.0,66.0,3442.873,23474.073,23474.073,14323.787,18.037584
10243,2019,FR,FR,PRINT,PUBLI,1443.17,26880.547,66.0,66.0,5458.611,21421.936,21421.936,13774.639,18.626043
6455,2019,FR,FR,HOTEL,COMPU,1287.91,26722.085,66.0,66.0,3918.456,22803.629,22803.629,14520.747,20.74841
1381,2019,FR,FR,BUSIN,RAILW,1488.48,26417.948,66.0,66.0,4894.137,21523.811,21523.811,12938.674,17.748272
8852,2019,FR,FR,OILSE,FOOD5,1600.36,26244.925,66.0,66.0,3706.96,22537.965,22537.965,13704.194,16.399388
5556,2019,FR,FR,FOOD5,MEAT1,577.86,26135.323,66.0,66.0,1335.644,24799.678,24799.678,12989.084,45.227777
3676,2019,FR,FR,ELEC4,DISTR,1391.3,26050.83,66.0,66.0,2816.873,23233.957,23233.957,12134.636,18.724093
10118,2019,FR,FR,POULT,MEAT1,1365.44,25823.251,66.0,66.0,3158.542,22664.709,22664.709,11713.173,18.912036
2293,2019,FR,FR,CONST,RECRE,1515.53,25731.614,66.0,66.0,3340.484,22391.13,22391.13,14565.572,16.978624
11061,2019,FR,FR,RENTI,HEALT,1541.21,25722.393,66.0,66.0,3373.964,22348.429,22348.429,13632.838,16.689739
2964,2019,FR,FR,EDUCA,WHOLE,1412.7,25693.813,66.0,66.0,4767.416,20926.398,20926.398,13275.806,18.187735
11066,2019,FR,FR,RENTI,INSUR,1319.77,25665.524,66.0,66.0,6397.272,19268.253,19268.253,14079.906,19.446967
557,2019,FR,FR,AUXIL,POSTT,1347.81,25507.88,66.0,66.0,3437.117,22070.763,22070.763,13572.022,18.925427
4651,2019,FR,FR,FINAN,HOTEL,1194.48,25388.598,66.0,66.0,5174.99,20213.609,20213.609,14285.054,21.254938
1291,2019,FR,FR,BUSIN,COLLE,1252.24,25119.368,66.0,66.0,5080.68,20038.687,20038.687,12810.864,20.059548
9962,2019,FR,FR,POSTT,AUXIL,1453.3,24755.587,66.0,66.0,5447.019,19308.568,19308.568,13406.781,17.034051
11004,2019,FR,FR,RENTI,AUXIL,1126.41,24706.627,66.0,66.0,4852.611,19854.016,19854.016,12382.665,21.933956
11069,2019,FR,FR,RENTI,LANDT,1178.6,24659.133,66.0,66.0,4750.047,19909.086,19909.086,12725.918,20.922394
2940,2019,FR,FR,EDUCA,RETA1,1239.01,24553.645,66.0,66.0,3972.19,20581.455,20581.455,13330.474,19.817148
2297,2019,FR,FR,CONST,RESEA,1171.03,24510.911,66.0,66.0,6207.643,18303.268,18303.268,13773.086,20.93107
2041,2019,FR,FR,COMPU,AUXIL,1261.5,24501.25,66.0,66.0,4185.443,20315.807,20315.807,12803.486,19.422315
4428,2019,FR,FR,ELECT,TRANS,410.12,24211.507,66.0,66.0,4735.347,19476.16,19476.16,12478.285,59.035178
13656,2019,FR,FR,WHOLE,EDUCA,1223.44,24057.614,66.0,66.0,3498.532,20559.082,20559.082,12419.13,19.66391
1314,2019,FR,FR,BUSIN,FABRI,1336.15,23830.391,66.0,66.0,3420.252,20410.138,20410.138,13239.102,17.835117
2208,2019,FR,FR,CONST,EDUCA,1246.3,23811.784,66.0,66.0,4555.088,19256.697,19256.697,13487.92,19.105981
4575,2019,FR,FR,FABRI,TRANS,1294.3,23617.809,66.0,66.0,3947.047,19670.761,19670.761,11581.084,18.247554
10998,2019,FR,FR,RENTI,93197,1171.91,23612.206,66.0,66.0,5524.983,18087.224,18087.224,13511.73,20.148481
6547,2019,FR,FR,HOTEL,RECRE,1252.95,23500.363,66.0,66.0,4795.487,18704.876,18704.876,12464.147,18.756026
6743,2019,FR,FR,INSUR,AUXIL,1232.23,23469.44,66.0,66.0,4593.445,18875.995,18875.995,12823.546,19.046314
