trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
1671,2019,BR,BR,BUSIN,ELEC4,1592.93,0,0
4919,2019,BR,BR,ELEC4,DISTR,1585.88,0,0
3099,2019,BR,BR,COMPU,BUSIN,1583.51,0,0
6050,2019,BR,BR,FINAN,CRUDE,1582.77,0,0
19137,2019,BR,BR,WHOLE,SUPPO,1572.67,0,0
834,2019,BR,BR,BASIC,ALUM1,1563.12,0,0
2815,2019,BR,BR,COKEO,BASIC,1556.28,0,0
14978,2019,BR,BR,REALE,EDUCA,1551.37,0,0
19041,2019,BR,BR,WHOLE,FURNI,1526.7,0,0
16320,2019,BR,BR,SALEM,MACHI,1494.96,0,0
15798,2019,BR,BR,RETA1,FOOD5,1470.22,0,0
3367,2019,BR,BR,CONST,POSTT,1469.63,0,0
6083,2019,BR,BR,FINAN,HEALT,1467.45,0,0
9033,2019,BR,BR,LANDT,HOTEL,1459.82,0,0
15910,2019,BR,BR,RETA1,WEARI,1452.55,0,0
2161,2019,BR,BR,CEREA,FOOD5,1449.42,0,0
10916,2019,BR,BR,MOTOR,KEROS,1424.85,0,0
13036,2019,BR,BR,PFERT,CEREA,1419.17,0,0
48,2019,BR,BR,93197,HEALT,1416.61,0,0
9417,2019,BR,BR,LEATH,LEATH,1409.74,0,0
982,2019,BR,BR,BEVER,BEVER,1393.37,0,0
8175,2019,BR,BR,HOTEL,MEMBE,1388.47,0,0
15006,2019,BR,BR,REALE,HOTEL,1387.97,0,0
11359,2019,BR,BR,NFERT,PFERT,1386.95,0,0
8237,2019,BR,BR,HOTEL,SUPPO,1370.44,0,0
19070,2019,BR,BR,WHOLE,MEATC,1365.93,0,0
15886,2019,BR,BR,RETA1,RUBBE,1345.65,0,0
11998,2019,BR,BR,NONSP,PLAST,1323.22,0,0
6054,2019,BR,BR,FINAN,EDUCA,1320.18,0,0
19067,2019,BR,BR,WHOLE,MEAT1,1315.48,0,0
6324,2019,BR,BR,FISHF,FISH5,1311.32,0,0
10380,2019,BR,BR,MEATP,MEATP,1305.48,0,0
15074,2019,BR,BR,REALE,REALE,1302.85,0,0
19365,2019,BR,BR,WOODW,FURNI,1300.2,0,0
3384,2019,BR,BR,CONST,RETA1,1283.11,0,0
1767,2019,BR,BR,BUSIN,RECRE,1281.4,0,0
15791,2019,BR,BR,RETA1,FINAN,1270.86,0,0
899,2019,BR,BR,BASIC,MACHI,1244.62,0,0
6885,2019,BR,BR,FOOD5,HOTEL,1242.27,0,0
16377,2019,BR,BR,SALEM,RETA1,1240.16,0,0
9054,2019,BR,BR,LANDT,MEATC,1239.64,0,0
15884,2019,BR,BR,RETA1,RETA1,1231.29,0,0
1774,2019,BR,BR,BUSIN,RUBBE,1226.73,0,0
3285,2019,BR,BR,CONST,CRUDE,1220.97,0,0
16138,2019,BR,BR,RUBBE,LANDT,1210.95,0,0
13750,2019,BR,BR,POSTT,RETA1,1196.64,0,0
14239,2019,BR,BR,PRINT,PUBLI,1185.79,0,0
15901,2019,BR,BR,RETA1,TEXTI,1169.43,0,0
5001,2019,BR,BR,ELEC4,PUBLI,1161.27,0,0
13535,2019,BR,BR,PLAST,LEATH,1158.19,0,0
9051,2019,BR,BR,LANDT,MEAT1,1154.13,0,0
866,2019,BR,BR,BASIC,ELECT,1153.37,0,0
1766,2019,BR,BR,BUSIN,REALE,1152.27,0,0
5703,2019,BR,BR,ELECT,ELECT,1147.97,0,0
9096,2019,BR,BR,LANDT,PUBLI,1142.74,0,0
5924,2019,BR,BR,FABRI,MACHI,1139.94,0,0
321,2019,BR,BR,AIRTR,SUPPO,1135.17,0,0
14132,2019,BR,BR,PRINT,BUSIN,1104.33,0,0
1664,2019,BR,BR,BUSIN,DAIRY,1095.19,0,0
19043,2019,BR,BR,WHOLE,GASDI,1094.75,0,0
18260,2019,BR,BR,TRANS,TRANS,1090.05,0,0
9050,2019,BR,BR,LANDT,MACHI,1083.16,0,0
4255,2019,BR,BR,DISTR,TRAN1,1081.49,0,0
8999,2019,BR,BR,LANDT,DAIRY,1077.88,0,0
14153,2019,BR,BR,PRINT,EDUCA,1077.52,0,0
16380,2019,BR,BR,SALEM,SALEM,1067.57,0,0
16076,2019,BR,BR,RUBBE,BEVER,1066.16,0,0
719,2019,BR,BR,AUXIL,INSUR,1061.63,0,0
5848,2019,BR,BR,FABRI,BEVER,1055.34,0,0
8971,2019,BR,BR,LANDT,BEVER,1052.11,0,0
18233,2019,BR,BR,TRANS,PUBLI,1051.36,0,0
19049,2019,BR,BR,WHOLE,HOTEL,1051.15,0,0
9136,2019,BR,BR,LANDT,WHOLE,1030.9,0,0
1949,2019,BR,BR,CEMEN,NONME,1020.83,0,0
10962,2019,BR,BR,MOTOR,PUBLI,1011.59,0,0
3268,2019,BR,BR,CONST,BUSIN,1007.45,0,0
15828,2019,BR,BR,RETA1,MEAT1,1006.79,0,0
8224,2019,BR,BR,HOTEL,RETA1,1006.14,0,0
9975,2019,BR,BR,MACHI,PUBLI,1003.06,0,0
1719,2019,BR,BR,BUSIN,MEATC,1002.98,0,0
14237,2019,BR,BR,PRINT,PRINT,998.13,0,0
16405,2019,BR,BR,SALEM,WHOLE,995.1,0,0
9889,2019,BR,BR,MACHI,CONST,990.82,0,0
6109,2019,BR,BR,FINAN,MEMBE,985.02,0,0
12367,2019,BR,BR,PADDY,FOOD5,984.34,0,0
878,2019,BR,BR,BASIC,FURNI,974.41,0,0
16119,2019,BR,BR,RUBBE,FOOD5,973.72,0,0
2134,2019,BR,BR,CEREA,CATTL,972.75,0,0
6110,2019,BR,BR,FINAN,MOTO1,972.61,0,0
8252,2019,BR,BR,HOTEL,WHOLE,968.9,0,0
1678,2019,BR,BR,BUSIN,FABRI,966.32,0,0
9107,2019,BR,BR,LANDT,RETA1,965.56,0,0
7319,2019,BR,BR,FURNI,CONST,962.73,0,0
9109,2019,BR,BR,LANDT,RUBBE,961.37,0,0
6058,2019,BR,BR,FINAN,ELEC4,959.18,0,0
9031,2019,BR,BR,LANDT,HEALT,954.69,0,0
7558,2019,BR,BR,GASDI,OILSE,953.66,0,0
19118,2019,BR,BR,WHOLE,RECRE,951.29,0,0
17293,2019,BR,BR,SUPPO,AIRTR,946.14,0,0
7100,2019,BR,BR,FORES,PAPER,942.3,0,0
7954,2019,BR,BR,HEAVY,ALUM1,941.25,0,0
3293,2019,BR,BR,CONST,FINAN,939.33,0,0
19030,2019,BR,BR,WHOLE,FINAN,926.87,0,0
13675,2019,BR,BR,POSTT,HEALT,923.97,0,0
15913,2019,BR,BR,RETA1,WHOLE,920.91,0,0
7342,2019,BR,BR,FURNI,FURNI,916.14,0,0
7689,2019,BR,BR,GLASS,CONST,911.36,0,0
13778,2019,BR,BR,POSTT,WHOLE,908.92,0,0
3204,2019,BR,BR,COMPU,POSTT,906.65,0,0
16269,2019,BR,BR,SALEM,CRUDE,905.54,0,0
10287,2019,BR,BR,MEATC,MEATC,904.25,0,0
15835,2019,BR,BR,RETA1,MOTO1,897.93,0,0
3147,2019,BR,BR,COMPU,HEALT,893.92,0,0
16123,2019,BR,BR,RUBBE,FURNI,893.5,0,0
13650,2019,BR,BR,POSTT,EDUCA,892.3,0,0
19066,2019,BR,BR,WHOLE,MACHI,892.19,0,0
3309,2019,BR,BR,CONST,HEALT,890.28,0,0
1716,2019,BR,BR,BUSIN,MEAT1,886.82,0,0
9089,2019,BR,BR,LANDT,PLAST,879.67,0,0
15804,2019,BR,BR,RETA1,GASDI,879.47,0,0
8650,2019,BR,BR,INSUR,LANDT,878.91,0,0
18986,2019,BR,BR,WHOLE,BASIC,878.61,0,0
3866,2019,BR,BR,DAIRY,DAIRY,873.96,0,0
15872,2019,BR,BR,RETA1,PROCE,873.71,0,0
1635,2019,BR,BR,BUSIN,BASIC,864.92,0,0
17424,2019,BR,BR,SUPPO,RAILW,858.89,0,0
19110,2019,BR,BR,WHOLE,PRINT,850.61,0,0
15849,2019,BR,BR,RETA1,OILSE,847.32,0,0
9070,2019,BR,BR,LANDT,OFFIC,845.21,0,0
3777,2019,BR,BR,CROPS,TOBAC,840.72,0,0
19074,2019,BR,BR,WHOLE,MOTO1,838.18,0,0
15543,2019,BR,BR,RENTI,POSTT,837.69,0,0
9027,2019,BR,BR,LANDT,GASDI,834.78,0,0
9676,2019,BR,BR,LIQUI,CONST,832.63,0,0
13702,2019,BR,BR,POSTT,MOTO1,819.01,0,0
6161,2019,BR,BR,FINAN,SALEM,817.03,0,0
7051,2019,BR,BR,FORES,FORES,815.53,0,0
1754,2019,BR,BR,BUSIN,PLAST,811.29,0,0
9025,2019,BR,BR,LANDT,FURNI,810.55,0,0
15030,2019,BR,BR,REALE,MEMBE,808.32,0,0
8970,2019,BR,BR,LANDT,BASIC,807.98,0,0
19125,2019,BR,BR,WHOLE,RUBBE,807.96,0,0
17432,2019,BR,BR,SUPPO,RETA1,807.45,0,0
4939,2019,BR,BR,ELEC4,HEALT,807.26,0,0
3397,2019,BR,BR,CONST,SUPPO,803.15,0,0
15093,2019,BR,BR,REALE,SUPPO,802.33,0,0
19075,2019,BR,BR,WHOLE,MOTOR,793.5,0,0
17421,2019,BR,BR,SUPPO,PUBLI,790.98,0,0
17460,2019,BR,BR,SUPPO,WHOLE,779.71,0,0
3221,2019,BR,BR,COMPU,RETA1,779.12,0,0
9097,2019,BR,BR,LANDT,PULP5,773.16,0,0
17309,2019,BR,BR,SUPPO,BUSIN,768.38,0,0
15496,2019,BR,BR,RENTI,LANDT,758.44,0,0
15831,2019,BR,BR,RETA1,MEATC,755.63,0,0
10639,2019,BR,BR,MEMBE,MEMBE,755.45,0,0
9095,2019,BR,BR,LANDT,PROCE,753.16,0,0
7883,2019,BR,BR,HEALT,MEMBE,749.18,0,0
1790,2019,BR,BR,BUSIN,TOBAC,748.62,0,0
14696,2019,BR,BR,RAILW,BASIC,741.29,0,0
14163,2019,BR,BR,PRINT,FINAN,734.24,0,0
15452,2019,BR,BR,RENTI,CONST,733.0,0,0
9914,2019,BR,BR,MACHI,FURNI,731.96,0,0
6022,2019,BR,BR,FINAN,BASIC,729.54,0,0
6172,2019,BR,BR,FINAN,SUPPO,727.25,0,0
7618,2019,BR,BR,GASDI,WHOLE,721.97,0,0
16301,2019,BR,BR,SALEM,HEALT,721.67,0,0
6020,2019,BR,BR,FINAN,AUXIL,721.46,0,0
3248,2019,BR,BR,COMPU,WHOLE,719.93,0,0
19121,2019,BR,BR,WHOLE,RENTI,719.74,0,0
7670,2019,BR,BR,GLASS,BEVER,718.39,0,0
11176,2019,BR,BR,NATUR,ELEC2,717.6,0,0
18440,2019,BR,BR,VEGET,BEVER,716.56,0,0
1692,2019,BR,BR,BUSIN,GASDI,709.49,0,0
5012,2019,BR,BR,ELEC4,RETA1,709.23,0,0
14250,2019,BR,BR,PRINT,RETA1,706.02,0,0
15775,2019,BR,BR,RETA1,CRUDE,703.62,0,0
14769,2019,BR,BR,RAILW,MOTO1,696.07,0,0
19014,2019,BR,BR,WHOLE,CRUDE,694.71,0,0
8087,2019,BR,BR,HOTEL,AIRTR,694.4,0,0
19018,2019,BR,BR,WHOLE,EDUCA,693.0,0,0
3837,2019,BR,BR,CRUDE,VEGE1,692.79,0,0
6142,2019,BR,BR,FINAN,POSTT,688.52,0,0
16588,2019,BR,BR,SEACO,CRUDE,687.42,0,0
4610,2019,BR,BR,ELEC2,DISTR,686.07,0,0
15083,2019,BR,BR,REALE,SALEM,684.64,0,0
1633,2019,BR,BR,BUSIN,AUXIL,684.38,0,0
8624,2019,BR,BR,INSUR,FINAN,683.09,0,0
19073,2019,BR,BR,WHOLE,MEMBE,682.82,0,0
9013,2019,BR,BR,LANDT,FABRI,679.25,0,0
967,2019,BR,BR,BASIC,TRANS,678.81,0,0
6085,2019,BR,BR,FINAN,HOTEL,673.78,0,0
15856,2019,BR,BR,RETA1,PAPER,671.66,0,0
7407,2019,BR,BR,FURNI,PUBLI,667.85,0,0
13508,2019,BR,BR,PLAST,CRUDE,666.32,0,0
7580,2019,BR,BR,GASDI,PUBLI,664.46,0,0
7325,2019,BR,BR,FURNI,EDUCA,660.57,0,0
15836,2019,BR,BR,RETA1,MOTOR,658.8,0,0
6141,2019,BR,BR,FINAN,PLAST,657.13,0,0
3411,2019,BR,BR,CONST,WHOLE,651.27,0,0
15460,2019,BR,BR,RENTI,EDUCA,650.59,0,0
1713,2019,BR,BR,BUSIN,LIQUI,646.09,0,0
7331,2019,BR,BR,FURNI,FINAN,645.46,0,0
13701,2019,BR,BR,POSTT,MEMBE,644.01,0,0
15063,2019,BR,BR,REALE,POSTT,643.49,0,0
19413,2019,BR,BR,WOODW,PAPER,641.22,0,0
17327,2019,BR,BR,SUPPO,CRUDE,640.58,0,0
9951,2019,BR,BR,MACHI,OFFIC,640.27,0,0
1793,2019,BR,BR,BUSIN,TRANS,631.53,0,0
15234,2019,BR,BR,RECRE,PUBLI,623.88,0,0
9006,2019,BR,BR,LANDT,ELEC4,621.9,0,0
15290,2019,BR,BR,REFI1,GASDI,616.86,0,0
3809,2019,BR,BR,CRUDE,LIQUI,610.08,0,0
298,2019,BR,BR,AIRTR,PUBLI,608.79,0,0
3121,2019,BR,BR,COMPU,EDUCA,607.02,0,0
9059,2019,BR,BR,LANDT,MOTOR,606.54,0,0
7604,2019,BR,BR,GASDI,SUPPO,606.37,0,0
3335,2019,BR,BR,CONST,MEMBE,604.34,0,0
17383,2019,BR,BR,SUPPO,MOTO1,603.22,0,0
19020,2019,BR,BR,WHOLE,ELEC2,600.47,0,0
7508,2019,BR,BR,GASDI,FOOD5,599.33,0,0
17323,2019,BR,BR,SUPPO,CONST,598.14,0,0
210,2019,BR,BR,AIRTR,EDUCA,597.86,0,0
18987,2019,BR,BR,WHOLE,BEVER,597.74,0,0
1275,2019,BR,BR,BIOGA,GASDI,595.86,0,0
10991,2019,BR,BR,MOTOR,VEGE1,594.81,0,0
15827,2019,BR,BR,RETA1,MACHI,584.83,0,0
15868,2019,BR,BR,RETA1,POULT,582.36,0,0
15834,2019,BR,BR,RETA1,MEMBE,581.38,0,0
6073,2019,BR,BR,FINAN,FOOD5,581.28,0,0
14203,2019,BR,BR,PRINT,MEMBE,578.82,0,0
5875,2019,BR,BR,FABRI,CRUDE,576.06,0,0
5847,2019,BR,BR,FABRI,BASIC,574.72,0,0
17348,2019,BR,BR,SUPPO,FOOD5,573.1,0,0
5969,2019,BR,BR,FABRI,PUBLI,570.94,0,0
1724,2019,BR,BR,BUSIN,MOTOR,567.3,0,0
3287,2019,BR,BR,CONST,EDUCA,566.41,0,0
3876,2019,BR,BR,DAIRY,FOOD5,561.96,0,0
15908,2019,BR,BR,RETA1,VEGET,561.2,0,0
16390,2019,BR,BR,SALEM,SUPPO,560.2,0,0
3710,2019,BR,BR,CROPS,HOTEL,557.56,0,0
15832,2019,BR,BR,RETA1,MEATP,555.99,0,0
15761,2019,BR,BR,RETA1,CEREA,555.6,0,0
9124,2019,BR,BR,LANDT,TEXTI,554.46,0,0
1756,2019,BR,BR,BUSIN,POULT,554.13,0,0
16104,2019,BR,BR,RUBBE,DAIRY,553.68,0,0
15198,2019,BR,BR,RECRE,MEMBE,553.19,0,0
19140,2019,BR,BR,WHOLE,TEXTI,551.87,0,0
5901,2019,BR,BR,FABRI,FURNI,550.78,0,0
19144,2019,BR,BR,WHOLE,TRANS,538.07,0,0
9939,2019,BR,BR,MACHI,MEDIC,536.35,0,0
9941,2019,BR,BR,MACHI,MOTO1,536.08,0,0
1,2019,BR,BR,93197,93197,534.86,0,0
19468,2019,BR,BR,WOODW,WOODW,532.63,0,0
16202,2019,BR,BR,RUBBE,RETA1,530.5,0,0
8645,2019,BR,BR,INSUR,INSUR,528.49,0,0
13082,2019,BR,BR,PFERT,LIQUI,527.5,0,0
16284,2019,BR,BR,SALEM,FINAN,527.47,0,0
17341,2019,BR,BR,SUPPO,FINAN,527.29,0,0
10922,2019,BR,BR,MOTOR,LIQUI,524.65,0,0
8219,2019,BR,BR,HOTEL,RECRE,523.98,0,0
16375,2019,BR,BR,SALEM,RENTI,523.36,0,0
3901,2019,BR,BR,DAIRY,MEATC,523.35,0,0
9079,2019,BR,BR,LANDT,PAPER,523.2,0,0
7848,2019,BR,BR,HEALT,FINAN,521.63,0,0
6045,2019,BR,BR,FINAN,COMPU,521.34,0,0
377,2019,BR,BR,ALUM1,FABRI,521.2,0,0
14753,2019,BR,BR,RAILW,LANDT,520.31,0,0
17353,2019,BR,BR,SUPPO,GASDI,514.41,0,0
4920,2019,BR,BR,ELEC4,EDUCA,512.13,0,0
14544,2019,BR,BR,PULP5,PAPER,509.94,0,0
12732,2019,BR,BR,PAPER,BUSIN,508.36,0,0
12859,2019,BR,BR,PAPER,TOBAC,507.91,0,0
15758,2019,BR,BR,RETA1,CATTL,507.72,0,0
1789,2019,BR,BR,BUSIN,TEXTI,506.82,0,0
1764,2019,BR,BR,BUSIN,RAILW,506.21,0,0
16146,2019,BR,BR,RUBBE,MACHI,505.55,0,0
1770,2019,BR,BR,BUSIN,RENTI,502.03,0,0
6033,2019,BR,BR,FINAN,CATTL,500.94,0,0
10271,2019,BR,BR,MEATC,HOTEL,499.92,0,0
15781,2019,BR,BR,RETA1,ELEC2,498.73,0,0
6102,2019,BR,BR,FINAN,MACHI,497.63,0,0
7826,2019,BR,BR,HEALT,BUSIN,497.01,0,0
12117,2019,BR,BR,OFFIC,OFFIC,494.28,0,0
15866,2019,BR,BR,RETA1,PLAST,493.99,0,0
15905,2019,BR,BR,RETA1,TRANS,493.63,0,0
15512,2019,BR,BR,RENTI,MOTO1,492.56,0,0
1732,2019,BR,BR,BUSIN,NONME,491.24,0,0
9131,2019,BR,BR,LANDT,VEGET,490.43,0,0
7468,2019,BR,BR,GASDI,BEVER,489.75,0,0
18979,2019,BR,BR,WHOLE,AIRTR,487.63,0,0
16369,2019,BR,BR,SALEM,RAILW,484.23,0,0
17358,2019,BR,BR,SUPPO,HOTEL,483.72,0,0
15863,2019,BR,BR,RETA1,PLANT,482.77,0,0
14744,2019,BR,BR,RAILW,HOTEL,482.31,0,0
9072,2019,BR,BR,LANDT,OILSE,480.97,0,0
14277,2019,BR,BR,PRINT,WHOLE,480.91,0,0
13113,2019,BR,BR,PFERT,PLANT,480.89,0,0
6023,2019,BR,BR,FINAN,BEVER,479.76,0,0
9121,2019,BR,BR,LANDT,SUPPO,477.53,0,0
19095,2019,BR,BR,WHOLE,PAPER,476.81,0,0
5787,2019,BR,BR,ELECT,RAILW,472.3,0,0
15423,2019,BR,BR,RENTI,AIRTR,471.63,0,0
19029,2019,BR,BR,WHOLE,FABRI,470.52,0,0
1759,2019,BR,BR,BUSIN,PRINT,468.78,0,0
8639,2019,BR,BR,INSUR,HEALT,468.52,0,0
3899,2019,BR,BR,DAIRY,MEAT1,464.21,0,0
