trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
1582,2019,CA,CA,CATTL,MEATC,4157.97,0,0
7635,2019,CA,CA,HOTEL,PUBLI,4002.27,0,0
14837,2019,CA,CA,SALEM,MOTO1,3837.53,0,0
2859,2019,CA,CA,CONST,PUBLI,3784.23,0,0
6561,2019,CA,CA,FORES,FORES,3421.64,0,0
8585,2019,CA,CA,LANDT,CONST,3418.12,0,0
14347,2019,CA,CA,RETA1,CONST,3387.38,0,0
3233,2019,CA,CA,CRUDE,GASDI,3365.06,0,0
5555,2019,CA,CA,FINAN,RETA1,3331.86,0,0
8160,2019,CA,CA,INSUR,REALE,3331.03,0,0
1396,2019,CA,CA,BUSIN,CRUDE,3294.32,0,0
1392,2019,CA,CA,BUSIN,COMPU,3262.82,0,0
5444,2019,CA,CA,FINAN,CRUDE,3221.96,0,0
6660,2019,CA,CA,FORES,WOODW,3169.43,0,0
866,2019,CA,CA,BEVER,BEVER,3065.06,0,0
7695,2019,CA,CA,HYDRO,GASDI,3063.43,0,0
1506,2019,CA,CA,BUSIN,RETA1,2909.15,0,0
5285,2019,CA,CA,FABRI,FABRI,2902.78,0,0
14156,2019,CA,CA,RENTI,CONST,2872.85,0,0
12150,2019,CA,CA,PIGS9,MEATP,2853.81,0,0
5695,2019,CA,CA,FISHF,FISH5,2835.73,0,0
12719,2019,CA,CA,POSTT,PUBLI,2800.27,0,0
13881,2019,CA,CA,REALE,RETA1,2756.89,0,0
7596,2019,CA,CA,HOTEL,HEALT,2737.74,0,0
8100,2019,CA,CA,INSUR,INSUR,2735.94,0,0
13870,2019,CA,CA,REALE,PUBLI,2721.37,0,0
1849,2019,CA,CA,CEREA,FOOD5,2606.26,0,0
1400,2019,CA,CA,BUSIN,EDUCA,2573.49,0,0
737,2019,CA,CA,BASIC,CONST,2567.72,0,0
1489,2019,CA,CA,BUSIN,POSTT,2542.04,0,0
5558,2019,CA,CA,FINAN,SALEM,2531.91,0,0
14324,2019,CA,CA,RETA1,BEVER,2505.33,0,0
5491,2019,CA,CA,FINAN,LANDT,2498.78,0,0
241,2019,CA,CA,AIRTR,PUBLI,2371.6,0,0
1431,2019,CA,CA,BUSIN,HEALT,2332.18,0,0
8725,2019,CA,CA,LANDT,WHOLE,2231.47,0,0
5439,2019,CA,CA,FINAN,COMPU,2223.88,0,0
5448,2019,CA,CA,FINAN,EDUCA,2221.63,0,0
13908,2019,CA,CA,REALE,WHOLE,2180.64,0,0
14378,2019,CA,CA,RETA1,FOOD5,2061.72,0,0
5486,2019,CA,CA,FINAN,INSUR,2061.23,0,0
13091,2019,CA,CA,PRINT,PRINT,2022.98,0,0
5480,2019,CA,CA,FINAN,HEALT,1986.45,0,0
5414,2019,CA,CA,FINAN,AUXIL,1971.05,0,0
8589,2019,CA,CA,LANDT,CRUDE,1964.91,0,0
5328,2019,CA,CA,FABRI,MOTO1,1952.58,0,0
14387,2019,CA,CA,RETA1,HEALT,1928.43,0,0
1509,2019,CA,CA,BUSIN,SALEM,1911.63,0,0
5320,2019,CA,CA,FABRI,MACHI,1879.5,0,0
6625,2019,CA,CA,FORES,PULP5,1876.9,0,0
17310,2019,CA,CA,WHOLE,RECRE,1874.98,0,0
132,2019,CA,CA,AIRTR,AIRTR,1874.52,0,0
13999,2019,CA,CA,RECRE,PUBLI,1859.32,0,0
17267,2019,CA,CA,WHOLE,MOTO1,1839.66,0,0
5507,2019,CA,CA,FINAN,MOTO1,1830.32,0,0
7566,2019,CA,CA,HOTEL,BUSIN,1827.89,0,0
585,2019,CA,CA,AUXIL,FINAN,1773.91,0,0
14619,2019,CA,CA,RUBBE,CONST,1766.76,0,0
12785,2019,CA,CA,POULT,MEAT1,1743.38,0,0
8485,2019,CA,CA,KEROS,AIRTR,1737.79,0,0
895,2019,CA,CA,BEVER,HOTEL,1713.72,0,0
8687,2019,CA,CA,LANDT,PUBLI,1705.14,0,0
12642,2019,CA,CA,POSTT,FINAN,1678.05,0,0
17240,2019,CA,CA,WHOLE,HEALT,1664.15,0,0
5568,2019,CA,CA,FINAN,SUPPO,1660.09,0,0
13661,2019,CA,CA,RAILW,WHOLE,1654.45,0,0
6323,2019,CA,CA,FOOD5,PIGS9,1651.89,0,0
273,2019,CA,CA,AIRTR,WHOLE,1651.72,0,0
14352,2019,CA,CA,RETA1,DAIRY,1635.21,0,0
13770,2019,CA,CA,REALE,CONST,1626.87,0,0
10123,2019,CA,CA,MOTOR,CONST,1588.93,0,0
5538,2019,CA,CA,FINAN,POSTT,1572.91,0,0
7575,2019,CA,CA,HOTEL,EDUCA,1564.01,0,0
1519,2019,CA,CA,BUSIN,SUPPO,1561.4,0,0
12606,2019,CA,CA,POSTT,BUSIN,1547.23,0,0
11816,2019,CA,CA,PAPER,PAPER,1539.14,0,0
10172,2019,CA,CA,MOTOR,LANDT,1538.76,0,0
5499,2019,CA,CA,FINAN,MACHI,1531.4,0,0
1501,2019,CA,CA,BUSIN,RECRE,1524.87,0,0
14451,2019,CA,CA,RETA1,PUBLI,1495.38,0,0
5553,2019,CA,CA,FINAN,RENTI,1495.14,0,0
1442,2019,CA,CA,BUSIN,LANDT,1488.27,0,0
9340,2019,CA,CA,MEAT1,MEAT1,1465.66,0,0
9534,2019,CA,CA,MEATC,HOTEL,1464.27,0,0
15734,2019,CA,CA,SUPPO,SUPPO,1446.3,0,0
10225,2019,CA,CA,MOTOR,PUBLI,1429.01,0,0
6973,2019,CA,CA,GASDI,CRUDE,1409.66,0,0
16619,2019,CA,CA,TRANS,TRANS,1401.4,0,0
17242,2019,CA,CA,WHOLE,HOTEL,1396.03,0,0
1458,2019,CA,CA,BUSIN,MOTO1,1380.48,0,0
6234,2019,CA,CA,FOOD5,BEVER,1373.95,0,0
17778,2019,CA,CA,WOODW,WOODW,1352.04,0,0
7065,2019,CA,CA,GASDI,RAILW,1335.75,0,0
1433,2019,CA,CA,BUSIN,HOTEL,1315.56,0,0
9224,2019,CA,CA,MACHI,MACHI,1296.86,0,0
15661,2019,CA,CA,SUPPO,LANDT,1292.42,0,0
13778,2019,CA,CA,REALE,EDUCA,1284.88,0,0
6969,2019,CA,CA,GASDI,CONST,1280.84,0,0
9171,2019,CA,CA,MACHI,CONST,1280.55,0,0
13884,2019,CA,CA,REALE,SALEM,1234.5,0,0
5463,2019,CA,CA,FINAN,FABRI,1231.86,0,0
13792,2019,CA,CA,REALE,FINAN,1229.98,0,0
7560,2019,CA,CA,HOTEL,AIRTR,1224.36,0,0
5416,2019,CA,CA,FINAN,BASIC,1202.45,0,0
754,2019,CA,CA,BASIC,FABRI,1192.39,0,0
13810,2019,CA,CA,REALE,HOTEL,1182.69,0,0
17223,2019,CA,CA,WHOLE,FABRI,1167.71,0,0
14414,2019,CA,CA,RETA1,MOTO1,1166.76,0,0
1504,2019,CA,CA,BUSIN,RENTI,1159.4,0,0
14485,2019,CA,CA,RETA1,VEGET,1158.03,0,0
13092,2019,CA,CA,PRINT,PUBLI,1152.63,0,0
12756,2019,CA,CA,POSTT,WHOLE,1138.4,0,0
8513,2019,CA,CA,KEROS,LANDT,1127.43,0,0
5506,2019,CA,CA,FINAN,MEMBE,1117.27,0,0
17304,2019,CA,CA,WHOLE,PUBLI,1111.16,0,0
2744,2019,CA,CA,CONST,BUSIN,1102.67,0,0
17318,2019,CA,CA,WHOLE,SALEM,1098.61,0,0
5482,2019,CA,CA,FINAN,HOTEL,1081.69,0,0
47,2019,CA,CA,93197,HEALT,1063.71,0,0
14142,2019,CA,CA,RENTI,BUSIN,1061.58,0,0
5550,2019,CA,CA,FINAN,RECRE,1049.15,0,0
17722,2019,CA,CA,WOODW,PAPER,1044.62,0,0
17176,2019,CA,CA,WHOLE,BASIC,1014.55,0,0
9880,2019,CA,CA,MEMBE,MEMBE,1006.39,0,0
13808,2019,CA,CA,REALE,HEALT,999.91,0,0
15582,2019,CA,CA,SUPPO,AIRTR,982.07,0,0
8698,2019,CA,CA,LANDT,RETA1,980.76,0,0
8079,2019,CA,CA,INSUR,FINAN,973.13,0,0
5527,2019,CA,CA,FINAN,PAPER,970.05,0,0
13876,2019,CA,CA,REALE,RECRE,969.32,0,0
10263,2019,CA,CA,MOTOR,WHOLE,962.73,0,0
5268,2019,CA,CA,FABRI,CRUDE,934.37,0,0
1493,2019,CA,CA,BUSIN,PRINT,933.29,0,0
14682,2019,CA,CA,RUBBE,MOTO1,928.86,0,0
3316,2019,CA,CA,DAIRY,HOTEL,924.32,0,0
3239,2019,CA,CA,CRUDE,KEROS,923.46,0,0
9172,2019,CA,CA,MACHI,COPP1,921.53,0,0
17292,2019,CA,CA,WHOLE,PFERT,916.11,0,0
14160,2019,CA,CA,RENTI,CRUDE,901.1,0,0
17287,2019,CA,CA,WHOLE,PAPER,896.5,0,0
8105,2019,CA,CA,INSUR,LANDT,894.68,0,0
6244,2019,CA,CA,FOOD5,CHEM1,890.59,0,0
14730,2019,CA,CA,RUBBE,RUBBE,886.3,0,0
17231,2019,CA,CA,WHOLE,FOOD5,883.8,0,0
12619,2019,CA,CA,POSTT,COMPU,873.87,0,0
1457,2019,CA,CA,BUSIN,MEMBE,865.45,0,0
14490,2019,CA,CA,RETA1,WHOLE,863.92,0,0
8057,2019,CA,CA,INSUR,CONST,860.26,0,0
14398,2019,CA,CA,RETA1,LANDT,857.57,0,0
1450,2019,CA,CA,BUSIN,MACHI,856.29,0,0
606,2019,CA,CA,AUXIL,INSUR,855.8,0,0
16835,2019,CA,CA,VEGET,VEGET,847.56,0,0
14439,2019,CA,CA,RETA1,PFERT,847.51,0,0
11829,2019,CA,CA,PAPER,PRINT,841.24,0,0
7701,2019,CA,CA,HYDRO,KEROS,840.68,0,0
1414,2019,CA,CA,BUSIN,FABRI,836.49,0,0
6240,2019,CA,CA,FOOD5,CATTL,835.18,0,0
13864,2019,CA,CA,REALE,POSTT,834.97,0,0
8155,2019,CA,CA,INSUR,PUBLI,824.04,0,0
14488,2019,CA,CA,RETA1,WHEAT,823.29,0,0
17205,2019,CA,CA,WHOLE,DAIRY,822.51,0,0
5409,2019,CA,CA,FINAN,AIRTR,819.72,0,0
3678,2019,CA,CA,DISTR,PUBLI,819.24,0,0
8701,2019,CA,CA,LANDT,SALEM,818.44,0,0
9232,2019,CA,CA,MACHI,MOTO1,818.29,0,0
17204,2019,CA,CA,WHOLE,CRUDE,817.08,0,0
5109,2019,CA,CA,ELECT,CONST,816.91,0,0
792,2019,CA,CA,BASIC,MOTO1,814.92,0,0
2762,2019,CA,CA,CONST,CRUDE,800.78,0,0
15748,2019,CA,CA,SUPPO,WHOLE,793.53,0,0
17317,2019,CA,CA,WHOLE,RUBBE,776.57,0,0
9175,2019,CA,CA,MACHI,CRUDE,773.1,0,0
5532,2019,CA,CA,FINAN,PFERT,772.25,0,0
13934,2019,CA,CA,RECRE,EDUCA,758.76,0,0
5557,2019,CA,CA,FINAN,RUBBE,755.58,0,0
13367,2019,CA,CA,PULP5,PAPER,749.39,0,0
13769,2019,CA,CA,REALE,COMPU,746.74,0,0
13012,2019,CA,CA,PRINT,EDUCA,745.7,0,0
13974,2019,CA,CA,RECRE,MEMBE,741.78,0,0
13598,2019,CA,CA,RAILW,MOTO1,740.3,0,0
14290,2019,CA,CA,RENTI,WHOLE,738.97,0,0
8614,2019,CA,CA,LANDT,FOOD5,738.61,0,0
17343,2019,CA,CA,WHOLE,WHOLE,737.93,0,0
11215,2019,CA,CA,OILSE,OILSE,734.73,0,0
5363,2019,CA,CA,FABRI,PUBLI,733.79,0,0
8593,2019,CA,CA,LANDT,EDUCA,731.43,0,0
9809,2019,CA,CA,MEMBE,BUSIN,718.03,0,0
1367,2019,CA,CA,BUSIN,AUXIL,717.5,0,0
17186,2019,CA,CA,WHOLE,BUSIN,715.57,0,0
12995,2019,CA,CA,PRINT,BUSIN,715.09,0,0
1483,2019,CA,CA,BUSIN,PFERT,714.93,0,0
14075,2019,CA,CA,REFI1,MOTOR,714.2,0,0
1478,2019,CA,CA,BUSIN,PAPER,713.5,0,0
17674,2019,CA,CA,WOODW,FURNI,711.74,0,0
14410,2019,CA,CA,RETA1,MEATC,707.29,0,0
9714,2019,CA,CA,MEDIC,HEALT,705.47,0,0
2066,2019,CA,CA,CHEM1,RUBBE,704.83,0,0
14262,2019,CA,CA,RENTI,RENTI,704.16,0,0
3683,2019,CA,CA,DISTR,REALE,699.08,0,0
8193,2019,CA,CA,INSUR,WHOLE,695.74,0,0
17177,2019,CA,CA,WHOLE,BEVER,695.56,0,0
236,2019,CA,CA,AIRTR,POSTT,686.77,0,0
1,2019,CA,CA,93197,93197,685.49,0,0
17268,2019,CA,CA,WHOLE,MOTOR,671.41,0,0
1370,2019,CA,CA,BUSIN,BEVER,667.91,0,0
14333,2019,CA,CA,RETA1,BUSIN,663.38,0,0
2766,2019,CA,CA,CONST,EDUCA,658.31,0,0
5542,2019,CA,CA,FINAN,PRINT,655.24,0,0
8670,2019,CA,CA,LANDT,PAPER,651.49,0,0
6253,2019,CA,CA,FOOD5,DAIRY,649.72,0,0
2597,2019,CA,CA,COMPU,COMPU,648.96,0,0
14204,2019,CA,CA,RENTI,LANDT,642.38,0,0
5575,2019,CA,CA,FINAN,TRANS,641.99,0,0
10213,2019,CA,CA,MOTOR,PFERT,638.57,0,0
5407,2019,CA,CA,FINAN,93197,632.7,0,0
9612,2019,CA,CA,MEATP,HOTEL,628.04,0,0
12730,2019,CA,CA,POSTT,RETA1,627.87,0,0
1686,2019,CA,CA,CEMEN,NONME,627.18,0,0
14382,2019,CA,CA,RETA1,FURNI,621.45,0,0
10109,2019,CA,CA,MOTOR,BUSIN,618.8,0,0
87,2019,CA,CA,93197,PUBLI,612.55,0,0
13893,2019,CA,CA,REALE,SUPPO,609.66,0,0
1437,2019,CA,CA,BUSIN,INSUR,608.15,0,0
5475,2019,CA,CA,FINAN,FURNI,606.32,0,0
9736,2019,CA,CA,MEDIC,MEDIC,605.12,0,0
13651,2019,CA,CA,RAILW,SUPPO,603.59,0,0
8710,2019,CA,CA,LANDT,SUPPO,600.55,0,0
12725,2019,CA,CA,POSTT,RECRE,600.37,0,0
14411,2019,CA,CA,RETA1,MEATP,598.99,0,0
5417,2019,CA,CA,FINAN,BEVER,597.89,0,0
14464,2019,CA,CA,RETA1,RUBBE,597.42,0,0
13488,2019,CA,CA,RADIO,RADIO,593.6,0,0
7299,2019,CA,CA,HEALT,AUXIL,587.3,0,0
8043,2019,CA,CA,INSUR,BUSIN,585.42,0,0
17335,2019,CA,CA,WHOLE,TRANS,583.32,0,0
17251,2019,CA,CA,WHOLE,LANDT,579.51,0,0
6336,2019,CA,CA,FOOD5,RAWMI,575.62,0,0
14155,2019,CA,CA,RENTI,COMPU,571.83,0,0
1526,2019,CA,CA,BUSIN,TRANS,569.88,0,0
12724,2019,CA,CA,POSTT,REALE,561.81,0,0
1422,2019,CA,CA,BUSIN,FOOD5,555.81,0,0
14428,2019,CA,CA,RETA1,OILSE,555.46,0,0
9913,2019,CA,CA,MEMBE,PUBLI,548.36,0,0
2041,2019,CA,CA,CHEM1,PFERT,545.07,0,0
6852,2019,CA,CA,FURNI,LANDT,544.25,0,0
5242,2019,CA,CA,FABRI,BASIC,542.14,0,0
5473,2019,CA,CA,FINAN,FORES,542.11,0,0
12620,2019,CA,CA,POSTT,CONST,537.39,0,0
153,2019,CA,CA,AIRTR,CONST,533.99,0,0
785,2019,CA,CA,BASIC,MACHI,532.8,0,0
8675,2019,CA,CA,LANDT,PFERT,527.49,0,0
14406,2019,CA,CA,RETA1,MACHI,524.22,0,0
7314,2019,CA,CA,HEALT,EDUCA,519.08,0,0
13955,2019,CA,CA,RECRE,HEALT,513.56,0,0
2898,2019,CA,CA,CONST,WHOLE,513.35,0,0
1508,2019,CA,CA,BUSIN,RUBBE,512.92,0,0
14923,2019,CA,CA,SANDC,CONST,511.71,0,0
8094,2019,CA,CA,INSUR,HEALT,511.38,0,0
6365,2019,CA,CA,FOOD5,WHOLE,508.86,0,0
14337,2019,CA,CA,RETA1,CEREA,507.31,0,0
12669,2019,CA,CA,POSTT,LANDT,506.9,0,0
14253,2019,CA,CA,RENTI,PUBLI,502.41,0,0
5394,2019,CA,CA,FABRI,TRANS,502.05,0,0
8642,2019,CA,CA,LANDT,MACHI,500.08,0,0
4464,2019,CA,CA,ELEC4,CRUDE,495.31,0,0
1362,2019,CA,CA,BUSIN,AIRTR,493.27,0,0
717,2019,CA,CA,BASIC,BASIC,490.13,0,0
16461,2019,CA,CA,TRAN2,NONME,489.43,0,0
5402,2019,CA,CA,FABRI,WHOLE,488.15,0,0
9820,2019,CA,CA,MEMBE,CONST,487.56,0,0
12628,2019,CA,CA,POSTT,EDUCA,485.38,0,0
11237,2019,CA,CA,OILSE,VEGE1,484.38,0,0
3408,2019,CA,CA,DIST1,CONST,483.56,0,0
11,2019,CA,CA,93197,BUSIN,483.41,0,0
14126,2019,CA,CA,RENTI,AIRTR,476.74,0,0
14434,2019,CA,CA,RETA1,PAPER,475.53,0,0
9841,2019,CA,CA,MEMBE,FINAN,473.78,0,0
1825,2019,CA,CA,CEREA,CHEM1,470.69,0,0
14339,2019,CA,CA,RETA1,CHEM1,469.35,0,0
8061,2019,CA,CA,INSUR,CRUDE,469.18,0,0
1824,2019,CA,CA,CEREA,CEREA,463.01,0,0
8650,2019,CA,CA,LANDT,MOTO1,459.09,0,0
7308,2019,CA,CA,HEALT,COLLE,457.12,0,0
5243,2019,CA,CA,FABRI,BEVER,457.1,0,0
5533,2019,CA,CA,FINAN,PIGS9,457.02,0,0
14063,2019,CA,CA,REFI1,GASDI,452.76,0,0
10239,2019,CA,CA,MOTOR,SALEM,452.01,0,0
5296,2019,CA,CA,FABRI,FURNI,451.51,0,0
1497,2019,CA,CA,BUSIN,RADIO,451.48,0,0
6716,2019,CA,CA,FOUND,MACHI,451.05,0,0
2883,2019,CA,CA,CONST,SUPPO,451.02,0,0
5483,2019,CA,CA,FINAN,HYDRO,450.81,0,0
540,2019,CA,CA,AUXIL,AUXIL,449.66,0,0
280,2019,CA,CA,ALUM1,ALUM1,449.41,0,0
12658,2019,CA,CA,POSTT,HEALT,449.3,0,0
5471,2019,CA,CA,FINAN,FOOD5,448.31,0,0
3235,2019,CA,CA,CRUDE,HEAVY,447.6,0,0
17243,2019,CA,CA,WHOLE,HYDRO,445.44,0,0
5516,2019,CA,CA,FINAN,NONME,444.57,0,0
13025,2019,CA,CA,PRINT,FINAN,442.57,0,0
13819,2019,CA,CA,REALE,LANDT,440.46,0,0
1369,2019,CA,CA,BUSIN,BASIC,440.29,0,0
13638,2019,CA,CA,RAILW,RENTI,438.79,0,0
17106,2019,CA,CA,WHEAT,FOOD5,437.01,0,0
8681,2019,CA,CA,LANDT,POSTT,435.8,0,0
1545,2019,CA,CA,CATTL,CATTL,433.88,0,0
6836,2019,CA,CA,FURNI,FURNI,431.96,0,0
14370,2019,CA,CA,RETA1,FABRI,431.29,0,0
1163,2019,CA,CA,BIOGA,CONST,430.55,0,0
1953,2019,CA,CA,CHEM1,CONST,429.39,0,0
16418,2019,CA,CA,TRAN2,FORES,427.87,0,0
2053,2019,CA,CA,CHEM1,PUBLI,427.86,0,0
17237,2019,CA,CA,WHOLE,GASDI,427.64,0,0
1157,2019,CA,CA,BIOGA,CHEM1,427.63,0,0
5519,2019,CA,CA,FINAN,OFFIC,427.45,0,0
17235,2019,CA,CA,WHOLE,FURNI,425.52,0,0
2528,2019,CA,CA,COLLE,PUBLI,422.21,0,0
9620,2019,CA,CA,MEATP,MEATP,422.1,0,0
15196,2019,CA,CA,SEACO,WHOLE,421.04,0,0
7186,2019,CA,CA,GLASS,CONST,419.99,0,0
8606,2019,CA,CA,LANDT,FABRI,419.89,0,0
3589,2019,CA,CA,DISTR,EDUCA,419.88,0,0
10249,2019,CA,CA,MOTOR,SUPPO,418.02,0,0
1470,2019,CA,CA,BUSIN,OFFIC,417.36,0,0
17263,2019,CA,CA,WHOLE,MEATC,417.03,0,0
4554,2019,CA,CA,ELEC4,PUBLI,415.33,0,0
6805,2019,CA,CA,FURNI,CONST,414.48,0,0
1821,2019,CA,CA,CEREA,CATTL,413.95,0,0
886,2019,CA,CA,BEVER,FISHF,412.58,0,0
2796,2019,CA,CA,CONST,HEALT,411.94,0,0
487,2019,CA,CA,ANIMA,HOTEL,411.13,0,0
8623,2019,CA,CA,LANDT,HEALT,408.89,0,0
14264,2019,CA,CA,RENTI,RETA1,408.54,0,0
7697,2019,CA,CA,HYDRO,HEAVY,407.48,0,0
17306,2019,CA,CA,WHOLE,RADIO,405.73,0,0
17298,2019,CA,CA,WHOLE,POSTT,405.56,0,0
15177,2019,CA,CA,SEACO,SEACO,405.13,0,0
14259,2019,CA,CA,RENTI,RECRE,403.12,0,0
2854,2019,CA,CA,CONST,POSTT,401.35,0,0
11726,2019,CA,CA,PAPER,BUSIN,399.3,0,0
1894,2019,CA,CA,CEREA,RAWMI,399.22,0,0
7651,2019,CA,CA,HOTEL,SUPPO,398.75,0,0
13900,2019,CA,CA,REALE,TRANS,397.22,0,0
11831,2019,CA,CA,PAPER,PUBLI,395.31,0,0
12733,2019,CA,CA,POSTT,SALEM,394.27,0,0
1360,2019,CA,CA,BUSIN,93197,393.7,0,0
2870,2019,CA,CA,CONST,RETA1,393.11,0,0
8571,2019,CA,CA,LANDT,BUSIN,393.08,0,0
14407,2019,CA,CA,RETA1,MEAT1,392.78,0,0
10017,2019,CA,CA,MOTO1,LANDT,390.79,0,0
17739,2019,CA,CA,WOODW,PULP5,390.27,0,0
1505,2019,CA,CA,BUSIN,RESEA,389.34,0,0
9856,2019,CA,CA,MEMBE,HEALT,385.17,0,0
5615,2019,CA,CA,FISH5,FISH5,384.85,0,0
10230,2019,CA,CA,MOTOR,REALE,384.73,0,0
13532,2019,CA,CA,RAILW,BUSIN,381.09,0,0
16596,2019,CA,CA,TRANS,PUBLI,379.8,0,0
12718,2019,CA,CA,POSTT,PRINT,378.42,0,0
1914,2019,CA,CA,CEREA,WHOLE,377.79,0,0
5405,2019,CA,CA,FABRI,WOODW,376.99,0,0
6230,2019,CA,CA,FOOD5,ANIMA,376.35,0,0
14462,2019,CA,CA,RETA1,RETA1,374.33,0,0
6079,2019,CA,CA,FOOD4,BASIC,373.43,0,0
13922,2019,CA,CA,RECRE,BUSIN,371.55,0,0
2780,2019,CA,CA,CONST,FINAN,371.16,0,0
1426,2019,CA,CA,BUSIN,FURNI,370.05,0,0
14248,2019,CA,CA,RENTI,POSTT,369.37,0,0
2032,2019,CA,CA,CHEM1,OILSE,363.1,0,0
17341,2019,CA,CA,WHOLE,WHEAT,362.33,0,0
2687,2019,CA,CA,COMPU,PUBLI,358.35,0,0
14445,2019,CA,CA,RETA1,POSTT,357.87,0,0
8166,2019,CA,CA,INSUR,RETA1,357.3,0,0
6809,2019,CA,CA,FURNI,CRUDE,356.85,0,0
11869,2019,CA,CA,PAPER,WHOLE,355.53,0,0
8164,2019,CA,CA,INSUR,RENTI,354.4,0,0
7101,2019,CA,CA,GASDI,WOODW,354.39,0,0
12742,2019,CA,CA,POSTT,SUPPO,353.24,0,0
4559,2019,CA,CA,ELEC4,REALE,353.12,0,0
10236,2019,CA,CA,MOTOR,RETA1,351.88,0,0
9191,2019,CA,CA,MACHI,FABRI,350.85,0,0
5335,2019,CA,CA,FABRI,NONF1,350.34,0,0
5161,2019,CA,CA,ELECT,MACHI,346.79,0,0
7216,2019,CA,CA,GLASS,GLASS,346.69,0,0
315,2019,CA,CA,ALUM1,FABRI,346.06,0,0
17338,2019,CA,CA,WHOLE,VEGET,345.83,0,0
10379,2019,CA,CA,NATUR,REALE,345.54,0,0
13879,2019,CA,CA,REALE,RENTI,344.93,0,0
17264,2019,CA,CA,WHOLE,MEATP,342.62,0,0
6533,2019,CA,CA,FORES,CONST,340.95,0,0
16055,2019,CA,CA,TEXTI,FURNI,340.34,0,0
14351,2019,CA,CA,RETA1,CRUDE,340.32,0,0
48,2019,CA,CA,93197,HOTEL,340.24,0,0
25,2019,CA,CA,93197,EDUCA,340.0,0,0
2018,2019,CA,CA,CHEM1,MOTO1,339.77,0,0
9919,2019,CA,CA,MEMBE,RECRE,339.47,0,0
5514,2019,CA,CA,FINAN,NONF1,337.88,0,0
5624,2019,CA,CA,FISH5,HOTEL,337.33,0,0
8169,2019,CA,CA,INSUR,SALEM,337.08,0,0
1940,2019,CA,CA,CHEM1,BUSIN,336.9,0,0
16427,2019,CA,CA,TRAN2,HOTEL,336.62,0,0
6841,2019,CA,CA,FURNI,HEALT,335.14,0,0
1397,2019,CA,CA,BUSIN,DAIRY,335.0,0,0
2037,2019,CA,CA,CHEM1,PAPER,334.85,0,0
17153,2019,CA,CA,WHEAT,WHEAT,333.49,0,0
5377,2019,CA,CA,FABRI,SALEM,332.88,0,0
5521,2019,CA,CA,FINAN,OILSE,332.11,0,0
13835,2019,CA,CA,REALE,MOTO1,331.11,0,0
13738,2019,CA,CA,REALE,93197,330.84,0,0
7044,2019,CA,CA,GASDI,OILSE,330.0,0,0
9723,2019,CA,CA,MEDIC,LANDT,327.87,0,0
14823,2019,CA,CA,SALEM,LANDT,326.01,0,0
15711,2019,CA,CA,SUPPO,PUBLI,323.23,0,0
14449,2019,CA,CA,RETA1,PRINT,322.37,0,0
927,2019,CA,CA,BEVER,RECRE,321.87,0,0
7597,2019,CA,CA,HOTEL,HOTEL,321.73,0,0
15612,2019,CA,CA,SUPPO,CONST,320.6,0,0
8662,2019,CA,CA,LANDT,OFFIC,319.56,0,0
1434,2019,CA,CA,BUSIN,HYDRO,319.23,0,0
