trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count
12787,2019,IN,IN,WHEAT,FOOD5,7677.57,0,0
3089,2019,IN,IN,DISTR,DISTR,7615.56,0,0
7639,2019,IN,IN,MOTOR,LANDT,7592.34,0,0
7630,2019,IN,IN,MOTOR,GASDI,7531.42,0,0
6380,2019,IN,IN,LANDT,TEXTI,7495.44,0,0
8762,2019,IN,IN,PFERT,PADDY,7363.25,0,0
5155,2019,IN,IN,FORES,WOODW,7248.24,0,0
715,2019,IN,IN,BASIC,FOUND,7229.47,0,0
6316,2019,IN,IN,LANDT,LANDT,7126.53,0,0
12837,2019,IN,IN,WHEAT,WHEAT,6946.06,0,0
10945,2019,IN,IN,RUBBE,CONST,6892.95,0,0
709,2019,IN,IN,BASIC,ELECT,6778.17,0,0
11688,2019,IN,IN,SUPPO,LANDT,6772.41,0,0
8426,2019,IN,IN,OILSE,VEGE1,6522.35,0,0
6245,2019,IN,IN,KEROS,AIRTR,6362.85,0,0
2430,2019,IN,IN,COMPU,FINAN,6352.43,0,0
2587,2019,IN,IN,CONST,PUBLI,6128.46,0,0
7857,2019,IN,IN,NATUR,NATUR,6073.16,0,0
10545,2019,IN,IN,RENTI,LANDT,6055.11,0,0
5480,2019,IN,IN,GASDI,PADDY,5821.21,0,0
676,2019,IN,IN,BASIC,BASIC,5768.49,0,0
5088,2019,IN,IN,FORES,FORES,5540.83,0,0
1474,2019,IN,IN,BUSIN,PUBLI,5424.37,0,0
12486,2019,IN,IN,VEGET,VEGET,5388.97,0,0
12294,2019,IN,IN,TRANS,TRANS,5086.8,0,0
2169,2019,IN,IN,COKEO,BASIC,5085.33,0,0
12848,2019,IN,IN,WHOLE,BASIC,5071.91,0,0
1755,2019,IN,IN,CEREA,FOOD5,5054.17,0,0
8724,2019,IN,IN,PFERT,CHEM1,4994.15,0,0
10770,2019,IN,IN,RETA1,TEXTI,4833.34,0,0
1397,2019,IN,IN,BUSIN,COMPU,4782.85,0,0
11751,2019,IN,IN,SUPPO,SUPPO,4694.83,0,0
7654,2019,IN,IN,MOTOR,MOTOR,4685.97,0,0
10587,2019,IN,IN,RENTI,RENTI,4493.53,0,0
12870,2019,IN,IN,WHOLE,COMPU,4493.21,0,0
6390,2019,IN,IN,LANDT,WHOLE,4455.35,0,0
1877,2019,IN,IN,CHEM1,CHEM1,4405.17,0,0
10688,2019,IN,IN,RETA1,FISH5,4293.32,0,0
4570,2019,IN,IN,FINAN,LANDT,4186.89,0,0
6298,2019,IN,IN,LANDT,FISH5,4051.88,0,0
1469,2019,IN,IN,BUSIN,POSTT,4027.4,0,0
13026,2019,IN,IN,WOODW,FURNI,3994.44,0,0
4751,2019,IN,IN,FISHF,FISH5,3988.12,0,0
4990,2019,IN,IN,FOOD5,HOTEL,3967.49,0,0
2846,2019,IN,IN,CRUDE,LIQUE,3967.11,0,0
5861,2019,IN,IN,HOTEL,BUSIN,3879.44,0,0
4453,2019,IN,IN,FABRI,MOTO1,3775.94,0,0
12748,2019,IN,IN,WEARI,TEXTI,3750.49,0,0
10518,2019,IN,IN,RENTI,COMPU,3698.41,0,0
5090,2019,IN,IN,FORES,FURNI,3694.66,0,0
8312,2019,IN,IN,OFFIC,OFFIC,3657.35,0,0
5890,2019,IN,IN,HOTEL,FINAN,3633.2,0,0
7944,2019,IN,IN,NFERT,PFERT,3616.66,0,0
2624,2019,IN,IN,COPP1,BASIC,3568.57,0,0
6379,2019,IN,IN,LANDT,SUPPO,3566.58,0,0
12198,2019,IN,IN,TRAN2,TRAN2,3538.52,0,0
4643,2019,IN,IN,FINAN,WHOLE,3524.46,0,0
775,2019,IN,IN,BASIC,TRANS,3509.09,0,0
4532,2019,IN,IN,FINAN,COMPU,3462.35,0,0
5638,2019,IN,IN,GLASS,CONST,3438.94,0,0
1960,2019,IN,IN,CHEM1,RUBBE,3370.79,0,0
9104,2019,IN,IN,POSTT,FINAN,3364.03,0,0
10514,2019,IN,IN,RENTI,CHEM1,3354.63,0,0
5522,2019,IN,IN,GASDI,WHOLE,3346.51,0,0
12945,2019,IN,IN,WHOLE,POSTT,3286.27,0,0
1505,2019,IN,IN,BUSIN,WHOLE,3277.53,0,0
10122,2019,IN,IN,RAWMI,HOTEL,3268.23,0,0
12925,2019,IN,IN,WHOLE,MOTO1,3221.06,0,0
6332,2019,IN,IN,LANDT,MOTO1,3177.28,0,0
11025,2019,IN,IN,RUBBE,RUBBE,3152.76,0,0
1149,2019,IN,IN,BITUM,CEMEN,3149.11,0,0
8579,2019,IN,IN,PAPER,PAPER,3141.9,0,0
6554,2019,IN,IN,LEATH,LEATH,3063.14,0,0
9953,2019,IN,IN,RAILW,BASIC,3037.13,0,0
1406,2019,IN,IN,BUSIN,EDUCA,3020.04,0,0
12981,2019,IN,IN,WHOLE,WEARI,2996.89,0,0
759,2019,IN,IN,BASIC,RADIO,2995.43,0,0
5767,2019,IN,IN,HEALT,HEALT,2990.86,0,0
12864,2019,IN,IN,WHOLE,CHEM1,2986.38,0,0
1737,2019,IN,IN,CEREA,CEREA,2913.76,0,0
4446,2019,IN,IN,FABRI,MACHI,2909.94,0,0
5425,2019,IN,IN,GASDI,CRUDE,2903.93,0,0
1435,2019,IN,IN,BUSIN,LANDT,2896.47,0,0
4423,2019,IN,IN,FABRI,FABRI,2855.87,0,0
12909,2019,IN,IN,WHOLE,LANDT,2850.08,0,0
2845,2019,IN,IN,CRUDE,KEROS,2833.04,0,0
9446,2019,IN,IN,PRINT,PRINT,2788.88,0,0
2641,2019,IN,IN,COPP1,COPP1,2763.51,0,0
3180,2019,IN,IN,DISTR,TRAN1,2737.03,0,0
12955,2019,IN,IN,WHOLE,RAWMI,2729.34,0,0
10989,2019,IN,IN,RUBBE,MOTO1,2724.57,0,0
11608,2019,IN,IN,SUGAR,SUGA1,2723.13,0,0
8790,2019,IN,IN,PFERT,WHEAT,2686.67,0,0
10668,2019,IN,IN,RETA1,CONST,2656.08,0,0
12903,2019,IN,IN,WHOLE,HOTEL,2654.21,0,0
566,2019,IN,IN,AUXIL,INSUR,2644.07,0,0
2850,2019,IN,IN,CRUDE,NAPHT,2641.02,0,0
11762,2019,IN,IN,SUPPO,WHOLE,2634.97,0,0
12962,2019,IN,IN,WHOLE,RETA1,2591.99,0,0
2730,2019,IN,IN,CROPS,ANIMA,2584.61,0,0
12858,2019,IN,IN,WHOLE,BUSIN,2578.27,0,0
10007,2019,IN,IN,RAILW,LANDT,2575.17,0,0
5492,2019,IN,IN,GASDI,PUBLI,2567.69,0,0
1882,2019,IN,IN,CHEM1,CONST,2553.67,0,0
5948,2019,IN,IN,HOTEL,PUBLI,2552.38,0,0
5122,2019,IN,IN,FORES,PAPER,2527.27,0,0
9162,2019,IN,IN,POSTT,PUBLI,2510.12,0,0
9274,2019,IN,IN,PREC1,FOUND,2503.25,0,0
1478,2019,IN,IN,BUSIN,REALE,2496.82,0,0
11161,2019,IN,IN,SALEM,RENTI,2480.48,0,0
8587,2019,IN,IN,PAPER,PRINT,2479.99,0,0
8407,2019,IN,IN,OILSE,OILSE,2445.53,0,0
9974,2019,IN,IN,RAILW,CONST,2436.91,0,0
6304,2019,IN,IN,LANDT,FURNI,2435.77,0,0
12917,2019,IN,IN,WHOLE,MACHI,2424.4,0,0
11651,2019,IN,IN,SUPPO,CONST,2391.24,0,0
5196,2019,IN,IN,FOUND,FOUND,2390.54,0,0
5212,2019,IN,IN,FOUND,MACHI,2367.66,0,0
6255,2019,IN,IN,LANDT,BASIC,2323.7,0,0
4541,2019,IN,IN,FINAN,EDUCA,2301.83,0,0
2813,2019,IN,IN,CROPS,RAWMI,2284.06,0,0
6310,2019,IN,IN,LANDT,HOTEL,2282.62,0,0
4521,2019,IN,IN,FINAN,BUSIN,2255.95,0,0
12849,2019,IN,IN,WHOLE,BEVER,2254.24,0,0
2651,2019,IN,IN,COPP1,ELECT,2226.22,0,0
2455,2019,IN,IN,COMPU,POSTT,2219.81,0,0
4605,2019,IN,IN,FINAN,POSTT,2217.67,0,0
10605,2019,IN,IN,RENTI,WHOLE,2215.54,0,0
12889,2019,IN,IN,WHOLE,FABRI,2193.21,0,0
8740,2019,IN,IN,PFERT,GASDI,2182.79,0,0
9914,2019,IN,IN,RADIO,POSTT,2145.56,0,0
9047,2019,IN,IN,PLAST,RUBBE,2140.77,0,0
5881,2019,IN,IN,HOTEL,EDUCA,2138.11,0,0
6301,2019,IN,IN,LANDT,FOOD5,2039.86,0,0
5191,2019,IN,IN,FOUND,ELECT,2037.85,0,0
5873,2019,IN,IN,HOTEL,CONST,2029.37,0,0
2527,2019,IN,IN,CONST,FINAN,2018.09,0,0
5512,2019,IN,IN,GASDI,SUPPO,2014.66,0,0
10405,2019,IN,IN,RECRE,RECRE,2014.39,0,0
5022,2019,IN,IN,FOOD5,POULT,2002.07,0,0
5872,2019,IN,IN,HOTEL,COMPU,2001.2,0,0
8961,2019,IN,IN,PLANT,WHOLE,2000.81,0,0
11784,2019,IN,IN,TEXTI,CHEM1,1999.57,0,0
12964,2019,IN,IN,WHOLE,RUBBE,1996.89,0,0
4620,2019,IN,IN,FINAN,RENTI,1968.01,0,0
10700,2019,IN,IN,RETA1,HOTEL,1958.13,0,0
7673,2019,IN,IN,MOTOR,PUBLI,1954.52,0,0
4622,2019,IN,IN,FINAN,RETA1,1941.3,0,0
2919,2019,IN,IN,DAIRY,PADDY,1941.08,0,0
270,2019,IN,IN,AIRTR,SUPPO,1940.51,0,0
12897,2019,IN,IN,WHOLE,FURNI,1937.89,0,0
509,2019,IN,IN,AUXIL,AUXIL,1891.74,0,0
4284,2019,IN,IN,ELECT,CONST,1887.9,0,0
2823,2019,IN,IN,CROPS,TOBAC,1883.27,0,0
6358,2019,IN,IN,LANDT,PUBLI,1879.59,0,0
2518,2019,IN,IN,CONST,EDUCA,1858.37,0,0
4513,2019,IN,IN,FINAN,BASIC,1847.76,0,0
12845,2019,IN,IN,WHOLE,ANIMA,1840.09,0,0
3090,2019,IN,IN,DISTR,EDUCA,1839.73,0,0
9920,2019,IN,IN,RADIO,RADIO,1838.08,0,0
9394,2019,IN,IN,PRINT,FINAN,1815.4,0,0
3212,2019,IN,IN,EDUCA,EDUCA,1805.64,0,0
6348,2019,IN,IN,LANDT,PFERT,1804.87,0,0
7643,2019,IN,IN,MOTOR,LIQUE,1803.51,0,0
10575,2019,IN,IN,RENTI,POSTT,1792.23,0,0
11811,2019,IN,IN,TEXTI,FURNI,1785.49,0,0
12960,2019,IN,IN,WHOLE,RENTI,1779.67,0,0
12937,2019,IN,IN,WHOLE,PADDY,1768.71,0,0
5410,2019,IN,IN,GASDI,BUSIN,1755.52,0,0
4585,2019,IN,IN,FINAN,MOTO1,1752.79,0,0
5073,2019,IN,IN,FORES,CONST,1749.38,0,0
6344,2019,IN,IN,LANDT,PADDY,1748.39,0,0
10778,2019,IN,IN,RETA1,WEARI,1742.07,0,0
5814,2019,IN,IN,HEALT,PUBLI,1706.78,0,0
10974,2019,IN,IN,RUBBE,LANDT,1701.28,0,0
2206,2019,IN,IN,COKIN,COKEO,1698.7,0,0
7518,2019,IN,IN,MOTO1,LANDT,1687.92,0,0
9086,2019,IN,IN,POSTT,COMPU,1680.65,0,0
5435,2019,IN,IN,GASDI,FINAN,1665.97,0,0
9384,2019,IN,IN,PRINT,EDUCA,1632.1,0,0
5756,2019,IN,IN,HEALT,FINAN,1619.94,0,0
1,2019,IN,IN,93197,93197,1619.56,0,0
12951,2019,IN,IN,WHOLE,PUBLI,1613.82,0,0
1482,2019,IN,IN,BUSIN,RENTI,1608.47,0,0
747,2019,IN,IN,BASIC,OFFIC,1593.75,0,0
12938,2019,IN,IN,WHOLE,PAPER,1592.86,0,0
1340,2019,IN,IN,BRICK,CONST,1590.19,0,0
8379,2019,IN,IN,OILSE,FOOD5,1581.8,0,0
12949,2019,IN,IN,WHOLE,PRINT,1579.23,0,0
10509,2019,IN,IN,RENTI,BUSIN,1576.97,0,0
12898,2019,IN,IN,WHOLE,GASDI,1570.47,0,0
6388,2019,IN,IN,LANDT,WEARI,1562.85,0,0
4540,2019,IN,IN,FINAN,DISTR,1560.01,0,0
4463,2019,IN,IN,FABRI,OFFIC,1553.25,0,0
5909,2019,IN,IN,HOTEL,LANDT,1549.48,0,0
12083,2019,IN,IN,TRAN2,BITUM,1538.38,0,0
5442,2019,IN,IN,GASDI,FURNI,1532.28,0,0
11622,2019,IN,IN,SUPPO,AIRTR,1527.75,0,0
30,2019,IN,IN,93197,CONST,1525.79,0,0
4632,2019,IN,IN,FINAN,SUPPO,1496.75,0,0
2581,2019,IN,IN,CONST,POSTT,1485.42,0,0
11126,2019,IN,IN,SALEM,MOTO1,1475.06,0,0
9376,2019,IN,IN,PRINT,COMPU,1474.35,0,0
5500,2019,IN,IN,GASDI,RENTI,1470.73,0,0
8217,2019,IN,IN,NONSP,GASDI,1469.08,0,0
5977,2019,IN,IN,HOTEL,WHOLE,1455.5,0,0
6308,2019,IN,IN,LANDT,HEALT,1452.36,0,0
1494,2019,IN,IN,BUSIN,SUPPO,1451.77,0,0
5192,2019,IN,IN,FOUND,FABRI,1449.3,0,0
9582,2019,IN,IN,PRIVA,PRIVA,1448.68,0,0
6271,2019,IN,IN,LANDT,CHEM1,1437.6,0,0
6286,2019,IN,IN,LANDT,EDUCA,1433.74,0,0
12977,2019,IN,IN,WHOLE,TRANS,1432.07,0,0
6285,2019,IN,IN,LANDT,DISTR,1426.5,0,0
2545,2019,IN,IN,CONST,LANDT,1420.31,0,0
9448,2019,IN,IN,PRINT,PUBLI,1418.27,0,0
8787,2019,IN,IN,PFERT,VEGET,1417.61,0,0
10965,2019,IN,IN,RUBBE,FURNI,1416.14,0,0
1429,2019,IN,IN,BUSIN,HOTEL,1408.42,0,0
5513,2019,IN,IN,GASDI,TEXTI,1402.76,0,0
5966,2019,IN,IN,HOTEL,SUPPO,1397.31,0,0
12755,2019,IN,IN,WEARI,WEARI,1394.4,0,0
458,2019,IN,IN,ANIMA,HOTEL,1382.62,0,0
6371,2019,IN,IN,LANDT,RUBBE,1381.74,0,0
8951,2019,IN,IN,PLANT,RUBBE,1366.23,0,0
1484,2019,IN,IN,BUSIN,RETA1,1361.0,0,0
8755,2019,IN,IN,PFERT,MOTOR,1357.85,0,0
2782,2019,IN,IN,CROPS,MEATA,1351.46,0,0
11971,2019,IN,IN,TRAN1,DISTR,1349.48,0,0
1762,2019,IN,IN,CEREA,HOTEL,1339.93,0,0
1950,2019,IN,IN,CHEM1,PUBLI,1339.52,0,0
6296,2019,IN,IN,LANDT,FABRI,1334.67,0,0
9997,2019,IN,IN,RAILW,GASDI,1328.87,0,0
6564,2019,IN,IN,LEATH,MOTO1,1328.29,0,0
5654,2019,IN,IN,GLASS,GLASS,1324.23,0,0
6055,2019,IN,IN,INSUR,FINAN,1320.81,0,0
6382,2019,IN,IN,LANDT,TRAN1,1318.95,0,0
4584,2019,IN,IN,FINAN,MEMBE,1313.49,0,0
10440,2019,IN,IN,REFI1,GASDI,1302.47,0,0
6340,2019,IN,IN,LANDT,NONME,1294.78,0,0
9856,2019,IN,IN,RADIO,COMPU,1294.58,0,0
12935,2019,IN,IN,WHOLE,OFFIC,1293.26,0,0
7638,2019,IN,IN,MOTOR,KEROS,1287.95,0,0
5420,2019,IN,IN,GASDI,COMPU,1276.13,0,0
9268,2019,IN,IN,PREC1,ELECT,1273.14,0,0
12441,2019,IN,IN,VEGET,HOTEL,1272.23,0,0
4356,2019,IN,IN,ELECT,RADIO,1268.59,0,0
5428,2019,IN,IN,GASDI,EDUCA,1259.48,0,0
4633,2019,IN,IN,FINAN,TEXTI,1256.41,0,0
5923,2019,IN,IN,HOTEL,MEMBE,1252.88,0,0
12890,2019,IN,IN,WHOLE,FINAN,1242.94,0,0
1450,2019,IN,IN,BUSIN,MOTO1,1241.16,0,0
4429,2019,IN,IN,FABRI,FOUND,1233.76,0,0
9729,2019,IN,IN,PUBLI,PUBLI,1232.56,0,0
2608,2019,IN,IN,CONST,SUPPO,1231.57,0,0
6369,2019,IN,IN,LANDT,RETA1,1221.49,0,0
7856,2019,IN,IN,NATUR,NATU1,1219.78,0,0
806,2019,IN,IN,BEVER,HOTEL,1217.69,0,0
8761,2019,IN,IN,PFERT,OILSE,1213.43,0,0
5134,2019,IN,IN,FORES,RAWMI,1207.43,0,0
8949,2019,IN,IN,PLANT,RETA1,1203.06,0,0
2458,2019,IN,IN,COMPU,PUBLI,1200.89,0,0
7655,2019,IN,IN,MOTOR,NAPHT,1200.65,0,0
4956,2019,IN,IN,FOOD5,BEVER,1195.04,0,0
10939,2019,IN,IN,RUBBE,CHEM1,1193.76,0,0
10661,2019,IN,IN,RETA1,CHEM1,1186.63,0,0
5901,2019,IN,IN,HOTEL,HEALT,1183.58,0,0
6297,2019,IN,IN,LANDT,FINAN,1178.94,0,0
1673,2019,IN,IN,CERAM,CERAM,1178.83,0,0
4761,2019,IN,IN,FISHF,HOTEL,1169.97,0,0
9193,2019,IN,IN,POSTT,WHOLE,1168.97,0,0
6305,2019,IN,IN,LANDT,GASDI,1166.61,0,0
10734,2019,IN,IN,RETA1,PADDY,1163.0,0,0
11789,2019,IN,IN,TEXTI,CONST,1161.91,0,0
6362,2019,IN,IN,LANDT,RAWMI,1161.67,0,0
4752,2019,IN,IN,FISHF,FISHF,1159.19,0,0
9216,2019,IN,IN,POULT,HOTEL,1158.4,0,0
1144,2019,IN,IN,BITUM,BITUM,1158.24,0,0
2517,2019,IN,IN,CONST,DISTR,1157.5,0,0
6345,2019,IN,IN,LANDT,PAPER,1153.33,0,0
9075,2019,IN,IN,POSTT,BUSIN,1152.98,0,0
6074,2019,IN,IN,INSUR,LANDT,1147.97,0,0
11609,2019,IN,IN,SUGAR,SUGAR,1147.21,0,0
11524,2019,IN,IN,SUGAR,BEVER,1141.9,0,0
7715,2019,IN,IN,NAPHT,CONST,1138.55,0,0
6265,2019,IN,IN,LANDT,BUSIN,1136.99,0,0
12953,2019,IN,IN,WHOLE,RADIO,1131.41,0,0
2514,2019,IN,IN,CONST,CRUDE,1130.94,0,0
12351,2019,IN,IN,VEGE1,HOTEL,1124.88,0,0
10584,2019,IN,IN,RENTI,RECRE,1113.27,0,0
12878,2019,IN,IN,WHOLE,DISTR,1111.87,0,0
7408,2019,IN,IN,MEMBE,MEMBE,1111.39,0,0
5502,2019,IN,IN,GASDI,RETA1,1107.39,0,0
8536,2019,IN,IN,PAPER,FINAN,1106.38,0,0
8767,2019,IN,IN,PFERT,PLANT,1104.0,0,0
10706,2019,IN,IN,RETA1,LANDT,1103.56,0,0
11670,2019,IN,IN,SUPPO,FISH5,1096.01,0,0
9269,2019,IN,IN,PREC1,FABRI,1095.95,0,0
2652,2019,IN,IN,COPP1,FABRI,1093.91,0,0
4564,2019,IN,IN,FINAN,HOTEL,1091.65,0,0
4389,2019,IN,IN,FABRI,BASIC,1086.15,0,0
1552,2019,IN,IN,CATTL,MEATC,1077.76,0,0
5289,2019,IN,IN,FURNI,CONST,1076.54,0,0
8757,2019,IN,IN,PFERT,NFERT,1066.31,0,0
12947,2019,IN,IN,WHOLE,PREC1,1065.77,0,0
5411,2019,IN,IN,GASDI,CEMEN,1050.27,0,0
12972,2019,IN,IN,WHOLE,SUPPO,1041.95,0,0
8470,2019,IN,IN,PADDY,POULT,1039.12,0,0
5297,2019,IN,IN,FURNI,EDUCA,1033.54,0,0
5952,2019,IN,IN,HOTEL,REALE,1028.72,0,0
9123,2019,IN,IN,POSTT,LANDT,1027.7,0,0
3097,2019,IN,IN,DISTR,FINAN,1025.25,0,0
3161,2019,IN,IN,DISTR,REALE,1024.27,0,0
1901,2019,IN,IN,CHEM1,FURNI,1018.11,0,0
10642,2019,IN,IN,RETA1,ANIMA,1013.69,0,0
10752,2019,IN,IN,RETA1,RAWMI,1012.53,0,0
6342,2019,IN,IN,LANDT,OFFIC,1008.66,0,0
7571,2019,IN,IN,MOTO1,TRANS,1006.1,0,0
4678,2019,IN,IN,FISH5,HOTEL,1005.04,0,0
4559,2019,IN,IN,FINAN,GASDI,1003.23,0,0
1168,2019,IN,IN,BITUM,FABRI,1002.72,0,0
12386,2019,IN,IN,VEGE1,RAWMI,1000.01,0,0
716,2019,IN,IN,BASIC,FURNI,996.67,0,0
1479,2019,IN,IN,BUSIN,RECRE,994.74,0,0
1935,2019,IN,IN,CHEM1,OFFIC,993.26,0,0
12978,2019,IN,IN,WHOLE,VEGE1,992.75,0,0
6589,2019,IN,IN,LEATH,TEXTI,989.59,0,0
6303,2019,IN,IN,LANDT,FOUND,987.97,0,0
11555,2019,IN,IN,SUGAR,FOOD5,987.34,0,0
7681,2019,IN,IN,MOTOR,RENTI,986.41,0,0
9087,2019,IN,IN,POSTT,CONST,983.98,0,0
2287,2019,IN,IN,COLLE,COLLE,979.38,0,0
1857,2019,IN,IN,CHEM1,93197,979.13,0,0
4477,2019,IN,IN,FABRI,PUBLI,973.23,0,0
12926,2019,IN,IN,WHOLE,MOTOR,972.87,0,0
2619,2019,IN,IN,CONST,WHOLE,972.2,0,0
1976,2019,IN,IN,CHEM1,WHOLE,971.86,0,0
10497,2019,IN,IN,RENTI,AIRTR,969.46,0,0
5507,2019,IN,IN,GASDI,SEACO,968.08,0,0
11752,2019,IN,IN,SUPPO,TEXTI,966.54,0,0
6268,2019,IN,IN,LANDT,CERAM,960.58,0,0
12276,2019,IN,IN,TRANS,PUBLI,957.86,0,0
6267,2019,IN,IN,LANDT,CEMEN,953.7,0,0
1944,2019,IN,IN,CHEM1,PLAST,953.7,0,0
29,2019,IN,IN,93197,COMPU,953.18,0,0
11184,2019,IN,IN,SALEM,WHOLE,953.06,0,0
4332,2019,IN,IN,ELECT,MOTO1,944.76,0,0
2497,2019,IN,IN,CONST,BUSIN,940.46,0,0
4422,2019,IN,IN,FABRI,ELECT,937.79,0,0
5235,2019,IN,IN,FOUND,PREC1,937.27,0,0
2898,2019,IN,IN,DAIRY,HOTEL,936.56,0,0
10982,2019,IN,IN,RUBBE,MACHI,934.83,0,0
2770,2019,IN,IN,CROPS,HOTEL,934.71,0,0
1449,2019,IN,IN,BUSIN,MEMBE,931.21,0,0
12957,2019,IN,IN,WHOLE,RECRE,929.09,0,0
1859,2019,IN,IN,CHEM1,ALUM1,924.75,0,0
12860,2019,IN,IN,WHOLE,CEMEN,921.59,0,0
5479,2019,IN,IN,GASDI,OILSE,918.5,0,0
4577,2019,IN,IN,FINAN,MACHI,915.86,0,0
8229,2019,IN,IN,NONSP,MOTOR,914.05,0,0
6256,2019,IN,IN,LANDT,BEVER,910.74,0,0
12901,2019,IN,IN,WHOLE,HEALT,909.84,0,0
4597,2019,IN,IN,FINAN,PADDY,909.33,0,0
1427,2019,IN,IN,BUSIN,HEALT,908.28,0,0
10542,2019,IN,IN,RENTI,HOTEL,908.22,0,0
7376,2019,IN,IN,MEMBE,FINAN,908.14,0,0
4497,2019,IN,IN,FABRI,TRANS,900.97,0,0
5739,2019,IN,IN,HEALT,COMPU,897.94,0,0
9990,2019,IN,IN,RAILW,FISH5,894.09,0,0
5903,2019,IN,IN,HOTEL,HOTEL,892.16,0,0
13058,2019,IN,IN,WOODW,PAPER,891.84,0,0
249,2019,IN,IN,AIRTR,PUBLI,891.42,0,0
5521,2019,IN,IN,GASDI,WHEAT,891.27,0,0
6354,2019,IN,IN,LANDT,PREC1,887.03,0,0
190,2019,IN,IN,AIRTR,FINAN,881.81,0,0
12872,2019,IN,IN,WHOLE,COPP1,880.96,0,0
6252,2019,IN,IN,LANDT,ANIMA,880.89,0,0
5180,2019,IN,IN,FOUND,COPP1,872.72,0,0
3109,2019,IN,IN,DISTR,HOTEL,869.19,0,0
9476,2019,IN,IN,PRINT,WHOLE,865.74,0,0
1460,2019,IN,IN,BUSIN,OFFIC,861.17,0,0
2749,2019,IN,IN,CROPS,CONST,856.91,0,0
10589,2019,IN,IN,RENTI,RETA1,854.42,0,0
12342,2019,IN,IN,VEGE1,FISH5,852.95,0,0
1974,2019,IN,IN,CHEM1,WEARI,849.47,0,0
11885,2019,IN,IN,TEXTI,WHOLE,847.83,0,0
7692,2019,IN,IN,MOTOR,TRAN1,844.61,0,0
6279,2019,IN,IN,LANDT,COPP1,842.22,0,0
12888,2019,IN,IN,WHOLE,ELECT,841.91,0,0
3397,2019,IN,IN,ELEC1,TEXTI,841.5,0,0
5727,2019,IN,IN,HEALT,BUSIN,839.68,0,0
12382,2019,IN,IN,VEGE1,PROCE,839.01,0,0
11033,2019,IN,IN,RUBBE,TEXTI,836.13,0,0
4430,2019,IN,IN,FABRI,FURNI,831.87,0,0
2367,2019,IN,IN,COLLE,PUBLI,827.94,0,0
10024,2019,IN,IN,RAILW,MOTOR,826.48,0,0
9309,2019,IN,IN,PREC1,PREC1,825.65,0,0
9975,2019,IN,IN,RAILW,COPP1,821.02,0,0
11314,2019,IN,IN,SEACO,WOODW,818.25,0,0
2062,2019,IN,IN,COKE1,BASIC,815.82,0,0
5787,2019,IN,IN,HEALT,MEMBE,815.6,0,0
10447,2019,IN,IN,REFI1,MOTOR,810.39,0,0
