trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_People,employment_Hours,employment_intensity
3321,2019,CN,CN,COPP1,CONST,35100.26,1382394545.902,12.0,12.0,1382394545.902,4191606.862,1378202939.04,39384.168263
8855,2019,CN,CN,KEROS,PUBLI,33152.8,1370372613.099,12.0,12.0,1370372613.099,6203013.413,1364169599.686,41335.049018
5773,2019,CN,CN,FABRI,MOTO1,39541.89,1366142494.201,12.0,12.0,1366142494.201,7702649.937,1358439844.264,34549.246235
907,2019,CN,CN,BASIC,OFFIC,38836.96,1358996769.308,12.0,12.0,1358996769.308,6156024.425,1352840744.882,34992.357005
5968,2019,CN,CN,FINAN,PUBLI,38854.11,1358423528.699,12.0,12.0,1358423528.699,8903218.892,1349520309.807,34962.157895
330,2019,CN,CN,ALUM1,ALUM1,49062.03,1330757090.22,12.0,12.0,1330757090.22,4967709.643,1325789380.576,27123.97123
18252,2019,CN,CN,WHOLE,OFFIC,57857.53,1312611828.562,12.0,12.0,1312611828.562,10769706.781,1301842121.781,22686.966218
18233,2019,CN,CN,WHOLE,MACHI,38441.12,1310090901.892,12.0,12.0,1310090901.892,6937675.181,1303153226.711,34080.456082
6887,2019,CN,CN,FORES,WOODW,42338.78,1287793975.194,12.0,12.0,1287793975.194,6133917.14,1281660058.054,30416.416703
6062,2019,CN,CN,FISH5,HOTEL,28569.46,1283997222.863,12.0,12.0,1283997222.863,4092808.851,1279904414.012,44942.999373
5620,2019,CN,CN,ELECT,MOTO1,32956.46,1275068764.996,12.0,12.0,1275068764.996,4685791.848,1270382973.148,38689.494108
6845,2019,CN,CN,FORES,PAPER,46835.19,1274419880.739,12.0,12.0,1274419880.739,8407409.498,1266012471.241,27210.733654
8875,2019,CN,CN,KEROS,SUPPO,38040.51,1222901507.114,12.0,12.0,1222901507.114,5019334.222,1217882172.892,32147.347843
15117,2019,CN,CN,RETA1,CONST,32090.01,1218231961.938,12.0,12.0,1218231961.938,5871035.987,1212360925.951,37962.966105
15452,2019,CN,CN,RUBBE,ELECT,31167.54,1197065601.354,12.0,12.0,1197065601.354,6442530.491,1190623070.863,38407.445739
6178,2019,CN,CN,FISHF,FISHF,37650.51,1192664712.329,12.0,12.0,1192664712.329,5189096.477,1187475615.852,31677.252508
9572,2019,CN,CN,MACHI,CRUDE,37231.15,1190113239.409,12.0,12.0,1190113239.409,4591237.742,1185522001.667,31965.524552
1836,2019,CN,CN,CATTL,MEATC,24037.28,1178771377.098,12.0,12.0,1178771377.098,5204720.84,1173566656.258,49039.299667
15480,2019,CN,CN,RUBBE,MACHI,35324.02,1177923189.934,12.0,12.0,1177923189.934,7059164.647,1170864025.287,33346.238337
13574,2019,CN,CN,PRINT,PRINT,30664.97,1175798567.21,12.0,12.0,1175798567.21,6691343.777,1169107223.433,38343.379016
1668,2019,CN,CN,BUSIN,EDUCA,28374.68,1172780043.713,12.0,12.0,1172780043.713,3169497.264,1169610546.449,41331.921407
18577,2019,CN,CN,WOODW,PAPER,38367.21,1165538248.457,12.0,12.0,1165538248.457,8591218.718,1156947029.739,30378.498944
869,2019,CN,CN,BASIC,FOUND,23873.59,1165291853.3,12.0,12.0,1165291853.3,3062261.678,1162229591.621,48810.918396
9046,2019,CN,CN,LANDT,WHOLE,26903.31,1152799308.667,12.0,12.0,1152799308.667,4544083.705,1148255224.962,42849.720301
2688,2019,CN,CN,COKEO,BASIC,29678.13,1151694342.111,12.0,12.0,1151694342.111,6876852.191,1144817489.921,38806.162724
13226,2019,CN,CN,POSTT,POSTT,43254.8,1147288358.655,12.0,12.0,1147288358.655,5779697.435,1141508661.22,26523.954767
4372,2019,CN,CN,ELEC1,DISTR,29957.65,1134916768.538,12.0,12.0,1134916768.538,4381665.922,1130535102.617,37884.038586
2243,2019,CN,CN,CHEM1,ALUM1,39602.53,1127778495.985,12.0,12.0,1127778495.985,6362275.242,1121416220.742,28477.435557
14409,2019,CN,CN,REALE,BUSIN,26336.95,1119487543.215,12.0,12.0,1119487543.215,4716861.277,1114770681.937,42506.347288
332,2019,CN,CN,ALUM1,BASIC,28433.27,1119080780.47,12.0,12.0,1119080780.47,4717311.018,1114363469.452,39358.145597
947,2019,CN,CN,BASIC,TRANS,33616.96,1114426546.354,12.0,12.0,1114426546.354,6401906.827,1108024639.527,33150.723514
5855,2019,CN,CN,FINAN,BITUM,31431.68,1094026595.947,12.0,12.0,1094026595.947,4558127.212,1089468468.734,34806.494465
6807,2019,CN,CN,FORES,FORES,27284.93,1079474611.511,12.0,12.0,1079474611.511,3314841.724,1076159769.787,39563.033935
5737,2019,CN,CN,FABRI,ELECT,30981.08,1078082203.441,12.0,12.0,1078082203.441,3023520.746,1075058682.696,34798.083328
7857,2019,CN,CN,HOTEL,CONST,29780.53,1076390384.304,12.0,12.0,1076390384.304,3425165.474,1072965218.83,36144.097647
7221,2019,CN,CN,GASDI,CONST,39518.66,1049724724.329,12.0,12.0,1049724724.329,5012586.524,1044712137.805,26562.761094
1696,2019,CN,CN,BUSIN,HEALT,28641.47,1045232402.583,12.0,12.0,1045232402.583,3735261.65,1041497140.933,36493.671679
18286,2019,CN,CN,WHOLE,RUBBE,29527.93,1029013998.821,12.0,12.0,1029013998.821,4807040.556,1024206958.265,34848.836299
1713,2019,CN,CN,BUSIN,MACHI,26402.84,1017496407.335,12.0,12.0,1017496407.335,4457486.362,1013038920.973,38537.384892
7097,2019,CN,CN,FURNI,HEALT,31972.01,1008802648.729,12.0,12.0,1008802648.729,5149360.186,1003653288.543,31552.681509
6003,2019,CN,CN,FINAN,WHOLE,29298.75,1000714794.452,12.0,12.0,1000714794.452,5220215.892,995494578.56,34155.545696
367,2019,CN,CN,ALUM1,ELECT,29852.07,990343483.841,12.0,12.0,990343483.841,5040665.076,985302818.765,33175.035562
18010,2019,CN,CN,WEARI,WEARI,40401.34,986809515.845,12.0,12.0,986809515.845,8145250.725,978664265.12,24425.167973
6917,2019,CN,CN,FOUND,CONST,34657.03,985001118.208,12.0,12.0,985001118.208,3635041.7,981366076.508,28421.394396
4359,2019,CN,CN,ELEC1,CHEM1,33799.12,983259393.03,12.0,12.0,983259393.03,6413562.184,976845830.846,29091.271993
7622,2019,CN,CN,HEALT,HEALT,37261.42,981546002.824,12.0,12.0,981546002.824,6125141.432,975420861.392,26342.152361
3640,2019,CN,CN,CRUDE,LIQUE,20494.67,975246155.875,12.0,12.0,975246155.875,4599374.231,970646781.644,47585.355406
1386,2019,CN,CN,BITUM,BASIC,24506.6,954966130.827,12.0,12.0,954966130.827,3944683.755,951021447.072,38967.711997
11731,2019,CN,CN,OILSE,OILSE,39717.32,927866464.367,12.0,12.0,927866464.367,8069378.341,919797086.026,23361.759161
1761,2019,CN,CN,BUSIN,REALE,24686.1,918919177.361,12.0,12.0,918919177.361,3780794.937,915138382.424,37224.153567
1639,2019,CN,CN,BUSIN,BASIC,20021.72,918331496.166,12.0,12.0,918331496.166,3856381.614,914475114.553,45866.763503
1791,2019,CN,CN,BUSIN,WHOLE,43918.58,907185971.626,12.0,12.0,907185971.626,6671550.56,900514421.066,20656.08614
7954,2019,CN,CN,HOTEL,PUBLI,23127.24,903005858.988,12.0,12.0,903005858.988,3698296.903,899307562.084,39045.11991
1766,2019,CN,CN,BUSIN,RETA1,22043.52,898662466.077,12.0,12.0,898662466.077,4113948.107,894548517.97,40767.648092
15426,2019,CN,CN,RUBBE,CHEM1,30214.21,889411704.834,12.0,12.0,889411704.834,5667400.93,883744303.905,29436.86778
18284,2019,CN,CN,WHOLE,RETA1,30731.47,881620697.458,12.0,12.0,881620697.458,6381176.465,875239520.993,28687.87915
1660,2019,CN,CN,BUSIN,COMPU,22888.38,879532027.758,12.0,12.0,879532027.758,4616387.357,874915640.402,38427.010901
18624,2019,CN,CN,WOODW,WOODW,34823.89,878810717.719,12.0,12.0,878810717.719,6915235.443,871895482.276,25235.857273
9688,2019,CN,CN,MACHI,TRANS,24127.97,875257121.567,12.0,12.0,875257121.567,4365234.119,870891887.449,36275.622092
14093,2019,CN,CN,RADIO,RADIO,35851.44,871830713.002,12.0,12.0,871830713.002,4278204.691,867552508.31,24317.871556
13366,2019,CN,CN,PREC1,PREC1,23772.13,867463335.596,12.0,12.0,867463335.596,4871838.155,862591497.441,36490.770309
9802,2019,CN,CN,MEAT4,MEAT4,19639.79,865980947.365,12.0,12.0,865980947.365,2243922.752,863737024.613,44093.187726
14970,2019,CN,CN,RESEA,CONST,30267.58,861333564.156,12.0,12.0,861333564.156,5610577.281,855722986.875,28457.298673
7576,2019,CN,CN,HEALT,BUSIN,21872.62,855865399.02,12.0,12.0,855865399.02,3486637.07,852378761.95,39129.532677
18264,2019,CN,CN,WHOLE,PIGS9,22057.79,853552019.492,12.0,12.0,853552019.492,3212958.008,850339061.485,38696.171262
11694,2019,CN,CN,OILSE,FOOD5,27781.37,852876106.875,12.0,12.0,852876106.875,6203901.077,846672205.798,30699.569779
2066,2019,CN,CN,CEREA,CEREA,36313.01,845501383.884,12.0,12.0,845501383.884,5696840.27,839804543.614,23283.704212
9101,2019,CN,CN,LEAD1,LEAD1,31883.17,836731045.131,12.0,12.0,836731045.131,5489214.389,831241830.742,26243.65912
8903,2019,CN,CN,LANDT,BITUM,23501.47,828162234.007,12.0,12.0,828162234.007,3758750.318,824403483.688,35238.741832
18178,2019,CN,CN,WHOLE,COMPU,19752.17,822334645.235,12.0,12.0,822334645.235,3413062.346,818921582.889,41632.622909
12297,2019,CN,CN,PAPER,PRINT,33913.42,821343912.592,12.0,12.0,821343912.592,4915961.846,816427950.746,24218.84648
8991,2019,CN,CN,LANDT,OFFIC,26327.55,819992791.545,12.0,12.0,819992791.545,4877513.198,815115278.347,31145.807018
1978,2019,CN,CN,CERAM,CERAM,22336.72,813853850.474,12.0,12.0,813853850.474,3414272.54,810439577.934,36435.692012
14422,2019,CN,CN,REALE,CONST,25754.65,812718846.651,12.0,12.0,812718846.651,3711492.026,809007354.625,31556.198459
9660,2019,CN,CN,MACHI,PUBLI,23933.24,806600457.624,12.0,12.0,806600457.624,2739229.806,803861227.819,33702.10041
5925,2019,CN,CN,FINAN,MACHI,22348.32,804914777.83,12.0,12.0,804914777.83,4158225.947,800756551.883,36016.791322
7322,2019,CN,CN,GASDI,SEACO,25159.49,800711356.771,12.0,12.0,800711356.771,4214802.876,796496553.895,31825.420816
18201,2019,CN,CN,WHOLE,FABRI,19427.49,798708587.478,12.0,12.0,798708587.478,4347852.681,794360734.797,41112.289209
5631,2019,CN,CN,ELECT,OFFIC,22116.49,786735261.495,12.0,12.0,786735261.495,4144227.291,782591034.204,35572.338174
7039,2019,CN,CN,FURNI,BASIC,18131.81,779560995.387,12.0,12.0,779560995.387,2886774.648,776674220.739,42994.10789
9691,2019,CN,CN,MACHI,VEGET,21060.49,765383346.542,12.0,12.0,765383346.542,3862892.619,761520453.923,36342.143347
8438,2019,CN,CN,INSUR,INSUR,20013.91,763424365.106,12.0,12.0,763424365.106,3238159.616,760186205.49,38144.688624
15098,2019,CN,CN,RETA1,BEVER,26076.76,756232197.526,12.0,12.0,756232197.526,4559338.437,751672859.088,29000.236131
16594,2019,CN,CN,SUPPO,SUPPO,22383.27,751473509.955,12.0,12.0,751473509.955,3269677.116,748203832.839,33572.999385
13277,2019,CN,CN,POULT,HOTEL,22169.36,748242277.163,12.0,12.0,748242277.163,3613833.753,744628443.41,33751.189803
17919,2019,CN,CN,WEARI,HEALT,20148.92,747580777.838,12.0,12.0,747580777.838,3701892.211,743878885.627,37102.771654
7205,2019,CN,CN,GASDI,BITUM,20602.7,746228381.472,12.0,12.0,746228381.472,3480384.106,742747997.366,36219.93144
10573,2019,CN,CN,MOTOR,VEGET,18711.77,741988668.786,12.0,12.0,741988668.786,4055481.609,737933187.178,39653.580008
11079,2019,CN,CN,NONF1,NONF1,24247.18,741936102.508,12.0,12.0,741936102.508,4728078.924,737208023.584,30598.861497
312,2019,CN,CN,AIRTR,SUPPO,18844.67,739260808.771,12.0,12.0,739260808.771,3207742.93,736053065.841,39229.172428
14520,2019,CN,CN,REALE,RETA1,21069.49,736949930.921,12.0,12.0,736949930.921,4437171.454,732512759.467,34977.112921
1682,2019,CN,CN,BUSIN,FINAN,22281.82,734428253.216,12.0,12.0,734428253.216,3187435.805,731240817.412,32960.873628
18241,2019,CN,CN,WHOLE,MOTO1,19356.18,726554709.112,12.0,12.0,726554709.112,3796492.695,722758216.417,37536.058722
14310,2019,CN,CN,RAWMI,DAIRY,14282.58,722960369.031,12.0,12.0,722960369.031,2912692.65,720047676.38,50618.331494
1732,2019,CN,CN,BUSIN,OFFIC,27753.76,721233943.59,12.0,12.0,721233943.59,4016877.351,717217066.239,25986.891275
9589,2019,CN,CN,MACHI,FABRI,31023.26,720859979.473,12.0,12.0,720859979.473,5513645.502,715346333.971,23236.113145
5978,2019,CN,CN,FINAN,RETA1,16700.02,718340139.443,12.0,12.0,718340139.443,2767556.165,715572583.278,43014.328093
6936,2019,CN,CN,FOUND,ELECT,18486.21,718074504.161,12.0,12.0,718074504.161,3358068.283,714716435.878,38843.792436
1680,2019,CN,CN,BUSIN,ELECT,21514.67,688484515.076,12.0,12.0,688484515.076,4612091.681,683872423.395,32000.700688
15455,2019,CN,CN,RUBBE,FISH5,16118.79,678687658.455,12.0,12.0,678687658.455,2579447.158,676108211.296,42105.372578
3339,2019,CN,CN,COPP1,ELECT,21799.74,677019145.833,12.0,12.0,677019145.833,4229105.485,672790040.348,31056.294517
7309,2019,CN,CN,GASDI,RAILW,19368.81,674429666.233,12.0,12.0,674429666.233,2859033.03,671570633.204,34820.397651
1654,2019,CN,CN,BUSIN,CHEM1,16703.3,670959568.739,12.0,12.0,670959568.739,2940473.986,668019094.753,40169.282042
12833,2019,CN,CN,PLANT,PLANT,14428.53,664055658.291,12.0,12.0,664055658.291,2315413.555,661740244.735,46023.791633
10472,2019,CN,CN,MOTOR,ELEC4,19635.91,657559194.294,12.0,12.0,657559194.294,2500786.708,655058407.586,33487.584446
15631,2019,CN,CN,SALEM,LANDT,20996.7,657439775.128,12.0,12.0,657439775.128,4980060.544,652459714.584,31311.576349
1396,2019,CN,CN,BITUM,CEMEN,32635.9,656390317.494,12.0,12.0,656390317.494,5003804.694,651386512.801,20112.523862
10767,2019,CN,CN,NATUR,CRUDE,20202.71,654799640.712,12.0,12.0,654799640.712,3115112.011,651684528.701,32411.475525
9927,2019,CN,CN,MEATP,FOOD5,14911.57,653813439.769,12.0,12.0,653813439.769,2626327.016,651187112.753,43846.04973
18267,2019,CN,CN,WHOLE,PLAST,20111.7,649813355.909,12.0,12.0,649813355.909,3045520.165,646767835.744,32310.215243
18164,2019,CN,CN,WHOLE,BITUM,22352.26,641792390.338,12.0,12.0,641792390.338,1855345.562,639937044.776,28712.639811
1458,2019,CN,CN,BITUM,NONME,21336.35,641336967.919,12.0,12.0,641336967.919,3381100.066,637955867.853,30058.419923
18226,2019,CN,CN,WHOLE,LANDT,17356.9,641245534.97,12.0,12.0,641245534.97,3114553.62,638130981.351,36944.704122
14515,2019,CN,CN,REALE,REALE,16452.88,639237551.983,12.0,12.0,639237551.983,2575527.903,636662024.08,38852.623491
10592,2019,CN,CN,NAPHT,CHEM1,14065.45,637543679.321,12.0,12.0,637543679.321,2751877.749,634791801.572,45326.930836
14667,2019,CN,CN,RECRE,RECRE,24726.06,633130324.08,12.0,12.0,633130324.08,3533132.878,629597191.202,25605.790978
9438,2019,CN,CN,LIQUE,PFERT,19269.36,627975782.016,12.0,12.0,627975782.016,2301574.645,625674207.37,32589.342978
11193,2019,CN,CN,NONME,CERAM,18536.55,626304527.739,12.0,12.0,626304527.739,2748968.708,623555559.031,33787.545565
11438,2019,CN,CN,OFFIC,BUSIN,15226.47,623673328.074,12.0,12.0,623673328.074,2054152.261,621619175.814,40959.81065
15154,2019,CN,CN,RETA1,HOTEL,20112.46,623375900.938,12.0,12.0,623375900.938,3200496.704,620175404.234,30994.512901
15461,2019,CN,CN,RUBBE,FURNI,25226.71,616805072.613,12.0,12.0,616805072.613,6480810.364,610324262.249,24450.476206
4339,2019,CN,CN,ELEC1,ALUM1,23289.03,616607937.43,12.0,12.0,616607937.43,4400716.264,612207221.166,26476.325439
18263,2019,CN,CN,WHOLE,PFERT,20607.81,615618417.07,12.0,12.0,615618417.07,3656819.344,611961597.726,29873.063517
1688,2019,CN,CN,BUSIN,FOOD5,14557.37,612544282.344,12.0,12.0,612544282.344,2605954.505,609938327.839,42077.949681
